,WorkOrderNumber,Facility,OrderStatus,ItemNumber,PlannedQuantity,CompletedQuantity,PlannedStart,PlannedEnd,PONumber,Description,CategoryCode,ItemWeight,Demand quantity (pounds),ItemFacility,BalesPerPallet,in_breakout,Model plant,_merge,is_able
792,SON21000761,20005,1,50006482,160.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213283,BBC BAS HW TKY DOG 6/1.8KG E/F,FG,23.81,3810.0,20005,40.0,True,PC,both,False
793,SON21000761,20005,1,50006486,120.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213283,BBC BAS SB TKY DOG 6/1.8KG E/F,FG,23.81,2857.0,20005,40.0,True,PC,both,False
794,SON21000761,20005,1,50006487,420.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213283,BBC BAS SR TRKY DOG 10.9KG E/F,FG,24.03,10093.0,20005,60.0,True,PC,both,False
795,SON21000761,20005,1,50006488,160.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213283,BBC BAS SR TKY DOG 6/1.8KG E/F,FG,23.81,3810.0,20005,40.0,True,PC,both,False
796,SON21000761,20005,1,50008658,70.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213283,BBC TS BEST LIFE ADLT DOG 5/4#,FG,20.0,1400.0,20005,70.0,True,PC,both,False
797,SON21000761,20005,1,50008654,70.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213283,BBC TS TF ADLT CKN DOG 5/4#,FG,20.0,1400.0,20005,70.0,True,PC,both,False
798,SON21000761,20005,1,50008655,640.0,384.0,2021-09-24T00:00:00,2021-09-24T00:00:00,4500213283,BBC TS TF ADLT CKN DOG 11#,FG,11.0,2816.0,20005,128.0,True,PC,both,False
799,SON21000761,20005,1,50008656,130.0,45.0,2021-09-24T00:00:00,2021-09-24T00:00:00,4500213283,BBC TS TF ADLT CKN DOG 20#,FG,20.0,1700.0,20005,65.0,True,PC,both,False
800,SON21000761,20005,1,50008648,420.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213283,BBC TS FAB FLN CKN CAT 6/3.5#,FG,21.0,8820.0,20005,60.0,True,PC,both,False
801,SON21000761,20005,1,50009150,480.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213283,BBC TS INDOOR HB CAT 6/3.5#,FG,21.0,10080.0,20005,1.0,True,PC,both,False
802,SON21000765,20005,1,50006241,1120.0,1074.0,2021-07-16T00:00:00,2021-07-16T00:00:00,4500213286,BBC WILD INDR HB CKN CAT 5/5#,FG,25.0,1150.0,20005,40.0,True,PC,both,False
803,SON21000765,20005,1,50006242,7680.0,6700.0,2021-09-24T00:00:00,2021-09-24T00:00:00,4500213286,BBC WILD INDR HB CKN CAT 11#,FG,11.0,10780.0,20005,128.0,True,PC,both,False
804,SON21000765,20005,1,50006303,128.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213286,BBC BASICS TURKEY DOG 11#,FG,11.0,1408.0,20005,128.0,True,PC,both,False
805,SON21000765,20005,1,50006304,480.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213286,BBC BASICS TURKEY DOG 24#,FG,24.0,11520.0,20005,60.0,True,PC,both,False
806,SON21000765,20005,1,50006311,720.0,336.0,2021-09-24T00:00:00,2021-09-24T00:00:00,4500213286,BBC TB CKN DOG 5/4#,FG,20.0,7680.0,20005,48.0,True,PC,both,False
807,SON21000765,20005,1,50006328,320.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213286,BBC BAS SB TRKY DOG 6/4#,FG,24.0,7680.0,20005,40.0,True,PC,both,False
808,SON21000765,20005,1,50006329,1408.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213286,BBC BAS SB TRKY DOG 11#,FG,11.0,15488.0,20005,128.0,True,PC,both,False
809,SON21000765,20005,1,50006331,80.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213286,BBC BAS HW TRKY DOG 6/4#,FG,24.0,1920.0,20005,40.0,True,PC,both,False
810,SON21000765,20005,1,50006332,2100.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213286,BBC BAS HW TRKY DOG 24#,FG,24.0,50400.0,20005,60.0,True,PC,both,False
811,SON21000765,20005,1,50006340,280.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213286,BBC BASICS SR TURKEY DOG 6/4#,FG,24.0,6720.0,20005,40.0,True,PC,both,False
812,SON21000765,20005,1,50006341,1800.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213286,BBC BASICS SR TURKEY DOG 24#,FG,24.0,43200.0,20005,60.0,True,PC,both,False
813,SON21000765,20005,1,50006530,270.0,90.0,2021-09-24T00:00:00,2021-09-24T00:00:00,4500213286,BBC WILD INDR HB CKN CAT 4/4#,FG,16.0,2880.0,20005,90.0,True,PC,both,False
814,SON21000765,20005,1,50006585,980.0,0.0,2021-10-26T00:00:00,2021-10-26T00:00:00,4500213286,BBC WILD SB CKN WG DOG 3/4.5#,FG,13.5,13230.0,20005,98.0,True,PC,both,False
815,SON21000765,20005,1,50008658,140.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213286,BBC TS BEST LIFE ADLT DOG 5/4#,FG,20.0,2800.0,20005,70.0,True,PC,both,False
816,SON21000765,20005,1,50008659,1920.0,844.0,2021-09-24T00:00:00,2021-09-24T00:00:00,4500213286,BBC TS BEST LIFE ADULT DOG 11#,FG,11.0,11836.0,20005,128.0,True,PC,both,False
817,SON21000765,20005,1,50008660,65.0,0.0,2021-10-26T00:00:00,2021-10-26T00:00:00,4500213286,BBC TS BEST LIFE ADULT DOG 20#,FG,20.0,1300.0,20005,65.0,True,PC,both,False
818,SON21000765,20005,1,50008654,140.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213286,BBC TS TF ADLT CKN DOG 5/4#,FG,20.0,2800.0,20005,70.0,True,PC,both,False
819,SON21000765,20005,1,50008655,2816.0,1280.0,2021-09-24T00:00:00,2021-09-24T00:00:00,4500213286,BBC TS TF ADLT CKN DOG 11#,FG,11.0,16896.0,20005,128.0,True,PC,both,False
820,SON21000765,20005,1,50008656,65.0,0.0,2021-10-26T00:00:00,2021-10-26T00:00:00,4500213286,BBC TS TF ADLT CKN DOG 20#,FG,20.0,1300.0,20005,65.0,True,PC,both,False
821,SON21000765,20005,1,50008648,1380.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213286,BBC TS FAB FLN CKN CAT 6/3.5#,FG,21.0,28980.0,20005,60.0,True,PC,both,False
822,SON21000765,20005,1,50009151,768.0,128.0,2021-09-24T00:00:00,2021-09-24T00:00:00,4500213286,BBC TS INDOOR HB CAT 11#,FG,11.0,7040.0,20005,1.0,True,PC,both,False
823,SON21000767,20005,1,50006303,256.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213287,BBC BASICS TURKEY DOG 11#,FG,11.0,2816.0,20005,128.0,True,PC,both,False
824,SON21000767,20005,1,50006304,540.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213287,BBC BASICS TURKEY DOG 24#,FG,24.0,12960.0,20005,60.0,True,PC,both,False
825,SON21000767,20005,1,50006328,320.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213287,BBC BAS SB TRKY DOG 6/4#,FG,24.0,7680.0,20005,40.0,True,PC,both,False
826,SON21000767,20005,1,50006329,1920.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213287,BBC BAS SB TRKY DOG 11#,FG,11.0,21120.0,20005,128.0,True,PC,both,False
827,SON21000767,20005,1,50006331,80.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213287,BBC BAS HW TRKY DOG 6/4#,FG,24.0,1920.0,20005,40.0,True,PC,both,False
828,SON21000767,20005,1,50006332,2700.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213287,BBC BAS HW TRKY DOG 24#,FG,24.0,64800.0,20005,60.0,True,PC,both,False
829,SON21000767,20005,1,50006340,320.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213287,BBC BASICS SR TURKEY DOG 6/4#,FG,24.0,7680.0,20005,40.0,True,PC,both,False
830,SON21000767,20005,1,50006341,2460.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213287,BBC BASICS SR TURKEY DOG 24#,FG,24.0,59040.0,20005,60.0,True,PC,both,False
831,SON21000767,20005,1,50006346,200.0,160.0,2021-09-24T00:00:00,2021-09-24T00:00:00,4500213287,BBC FRDM INDR WH FISH CAT 5/5#,FG,25.0,1000.0,20005,40.0,True,PC,both,False
832,SON21000767,20005,1,50006432,960.0,898.0,2021-07-05T00:00:00,2021-07-05T00:00:00,4500213287,BBC SS CKN AND BR CAT 5/5#,FG,25.0,1550.0,20005,60.0,True,PC,both,False
833,SON21000767,20005,1,50006529,256.0,128.0,2021-09-24T00:00:00,2021-09-24T00:00:00,4500213287,BBC WILD INDR HB CKN CAT 9.5#,FG,9.5,1216.0,20005,128.0,True,PC,both,False
834,SON21000767,20005,1,50008658,140.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213287,BBC TS BEST LIFE ADLT DOG 5/4#,FG,20.0,2800.0,20005,70.0,True,PC,both,False
835,SON21000767,20005,1,50008660,130.0,65.0,2021-09-24T00:00:00,2021-09-24T00:00:00,4500213287,BBC TS BEST LIFE ADULT DOG 20#,FG,20.0,1300.0,20005,65.0,True,PC,both,False
836,SON21000767,20005,1,50008654,140.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213287,BBC TS TF ADLT CKN DOG 5/4#,FG,20.0,2800.0,20005,70.0,True,PC,both,False
837,SON21000767,20005,1,50008653,4096.0,1525.0,2021-10-26T00:00:00,2021-10-26T00:00:00,4500213287,BBC TS S M ADLT CKN DOG 11#,FG,11.0,28281.0,20005,128.0,True,PC,both,False
838,SON21000767,20005,1,50008648,720.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213287,BBC TS FAB FLN CKN CAT 6/3.5#,FG,21.0,15120.0,20005,60.0,True,PC,both,False
839,SON21000767,20005,1,50008649,256.0,128.0,2021-09-24T00:00:00,2021-09-24T00:00:00,4500213287,BBC TS FAB FELINE CKN CAT 11#,FG,11.0,1408.0,20005,128.0,True,PC,both,False
840,SON21000767,20005,1,50009150,1260.0,764.0,2021-09-24T00:00:00,2021-09-24T00:00:00,4500213287,BBC TS INDOOR HB CAT 6/3.5#,FG,21.0,10416.0,20005,1.0,True,PC,both,False
881,SON21000773,20005,1,50006578,4860.0,4740.0,2021-08-27T00:00:00,2021-08-27T00:00:00,4500213303,BBC WILD LB CKN WG DOG 24#,FG,24.0,2880.0,20005,60.0,True,PC,both,False
882,SON21000773,20005,1,50006581,5880.0,5820.0,2021-09-03T00:00:00,2021-09-03T00:00:00,4500213303,BBC WILD CKN WG PUPPY 24#,FG,24.0,1440.0,20005,60.0,True,PC,both,False
918,SON21002720,20005,1,50009170,980.0,719.0,2021-10-01T00:00:00,2021-10-01T00:00:00,31493,NVI RB GF BEEF DOG 4/4#,FG,16.0,4176.0,20005,50.0,True,PC,both,False
920,SON21002720,20005,1,50006071,850.0,609.0,2021-10-01T00:00:00,2021-10-01T00:00:00,31493,NVI INS BN SALM DOG 4/4.5#,FG,18.0,4338.0,20005,50.0,True,PC,both,False
921,SON21002720,20005,1,50006049,93084.0,88349.0,2021-10-01T00:00:00,2021-10-01T00:00:00,31493,NVI INS GF ULT CKN CAT 10#,FG,10.0,47350.0,20005,104.0,True,PC,both,False
922,SON21002720,20005,1,50006108,4620.0,4361.0,2021-09-03T00:00:00,2021-09-03T00:00:00,31493,NVI INS GF ULT CKN CAT 4/4#,FG,16.0,4144.0,20005,50.0,True,PC,both,False
923,SON21002720,20005,1,50009327,800.0,246.0,2021-10-01T00:00:00,2021-10-01T00:00:00,31493,NVI INS GF RABBIT CAT 10#,FG,10.0,5540.0,20005,128.0,True,PC,both,False
928,SON21002720,20005,1,50006017,4300.0,4198.0,2021-07-29T00:00:00,2021-07-29T00:00:00,31493,NVI INS BN LAMB DOG 24#,FG,24.0,2448.0,20005,60.0,True,PC,both,False
930,SON21002720,20005,1,50009334,3400.0,2861.0,2021-10-01T00:00:00,2021-10-01T00:00:00,31493,NVI INS GF KITTEN CKN 4/4.5#,FG,18.0,9702.0,20005,50.0,True,PC,both,False
931,SON21002720,20005,1,50006026,3200.0,3115.0,2021-07-29T00:00:00,2021-07-29T00:00:00,31493,NVI RB GF SALM DOG 19#,FG,19.0,1615.0,20005,70.0,True,PC,both,False
932,SON21002720,20005,1,50006130,2000.0,1450.0,2021-10-01T00:00:00,2021-10-01T00:00:00,31493,NVI INS GF SALM CAT 4/4.5#,FG,18.0,9900.0,20005,50.0,True,PC,both,False
933,SON21002720,20005,1,50006063,6660.0,0.0,2021-10-01T00:00:00,2021-10-01T00:00:00,31493,NVI INS GF SALM CAT 10#,FG,10.0,66600.0,20005,128.0,True,PC,both,False
934,SON21002720,20005,1,50006081,800.0,0.0,2021-10-01T00:00:00,2021-10-01T00:00:00,31493,NVI RB GF SALM CAT 4/4.5#,FG,18.0,14400.0,20005,50.0,True,PC,both,False
966,SON21000761,20005,1,50008658,70.0,0.0,2021-10-08T00:00:00,2021-10-08T00:00:00,4500213283,BBC TS BEST LIFE ADLT DOG 5/4#,FG,20.0,1400.0,20005,70.0,True,PC,both,False
967,SON21000761,20005,1,50008649,640.0,0.0,2021-10-08T00:00:00,2021-10-08T00:00:00,4500213283,BBC TS FAB FELINE CKN CAT 11#,FG,11.0,7040.0,20005,128.0,True,PC,both,False
976,SON21000761,20005,1,50009150,180.0,60.0,2021-09-24T00:00:00,2021-09-24T00:00:00,4500213283,BBC TS INDOOR HB CAT 6/3.5#,FG,21.0,2520.0,20005,1.0,True,PC,both,False
977,SON21000761,20005,1,50008660,325.0,0.0,2021-10-08T00:00:00,2021-10-08T00:00:00,4500213283,BBC TS BEST LIFE ADULT DOG 20#,FG,20.0,6500.0,20005,65.0,True,PC,both,False
982,SON21000765,20005,1,50008654,140.0,0.0,2021-10-26T00:00:00,2021-10-26T00:00:00,4500213286,BBC TS TF ADLT CKN DOG 5/4#,FG,20.0,2800.0,20005,70.0,True,PC,both,False
983,SON21000765,20005,1,50008648,1380.0,1278.0,2021-07-15T00:00:00,2021-07-15T00:00:00,4500213286,BBC TS FAB FLN CKN CAT 6/3.5#,FG,21.0,2142.0,20005,60.0,True,PC,both,False
1020,SON21002720,20005,1,50009163,7100.0,6599.0,2021-07-29T00:00:00,2021-07-29T00:00:00,31493,NVI RB GF BEEF DOG 20#,FG,20.0,10020.0,20005,70.0,True,PC,both,False
1028,SON21001775,20005,1,50009315,1230.0,0.0,2021-05-14T00:00:00,2021-05-14T00:00:00,31237,NVI LONG RB CKN DOG 4/3.8LB,FG,15.2,18696.0,20005,50.0,True,PC,both,False
1090,SON21001488,20005,1,50008152,345.0,62.0,2021-09-29T00:00:00,2021-09-29T00:00:00,191220,NLE DIST GF LS BEEF K9 5/4.4#,FG,22.0,6226.0,20005,45.0,True,PC,both,False
1104,SON21002721,20005,1,50006121,2000.0,1541.0,2021-10-01T00:00:00,2021-10-01T00:00:00,31494,NVI RB GF INDR CKN CAT 4/5#,FG,20.0,9180.0,20005,50.0,True,PC,both,False
1106,SON21000767,20005,1,50008654,140.0,0.0,2021-10-26T00:00:00,2021-10-26T00:00:00,4500213287,BBC TS TF ADLT CKN DOG 5/4#,FG,20.0,2800.0,20005,70.0,True,PC,both,False
1107,SON21000761,20005,1,50008658,70.0,0.0,2021-10-08T00:00:00,2021-10-08T00:00:00,4500213283,BBC TS BEST LIFE ADLT DOG 5/4#,FG,20.0,1400.0,20005,70.0,True,PC,both,False
1108,SON21000761,20005,1,50008654,70.0,0.0,2021-10-08T00:00:00,2021-10-08T00:00:00,4500213283,BBC TS TF ADLT CKN DOG 5/4#,FG,20.0,1400.0,20005,70.0,True,PC,both,False
1111,SON21005127,20005,1,50009326,1600.0,0.0,2021-09-18T00:00:00,2021-09-18T00:00:00,32019,NVI INS GF RABBIT CAT 4/4.5#,FG,18.0,28800.0,20005,50.0,True,PC,both,False
1112,SON21005127,20005,1,50009163,13830.0,12600.0,2021-10-01T00:00:00,2021-10-01T00:00:00,32019,NVI RB GF BEEF DOG 20#,FG,20.0,24600.0,20005,70.0,True,PC,both,False
1113,SON21005127,20005,1,50009174,20000.0,19426.0,2021-10-01T00:00:00,2021-10-01T00:00:00,32019,NVI INS GF CKN DOG 22.5#,FG,22.5,12915.0,20005,70.0,True,PC,both,False
1114,SON21005127,20005,1,50006014,3350.0,3285.0,2021-10-01T00:00:00,2021-10-01T00:00:00,32019,NVI INS BN BEEF DOG 25#,FG,25.0,1625.0,20005,60.0,True,PC,both,False
1115,SON21005127,20005,1,50006049,43000.0,0.0,2021-09-18T00:00:00,2021-09-18T00:00:00,32019,NVI INS GF ULT CKN CAT 10#,FG,10.0,430000.0,20005,104.0,True,PC,both,False
1116,SON21005127,20005,1,50006108,4030.0,0.0,2021-09-18T00:00:00,2021-09-18T00:00:00,32019,NVI INS GF ULT CKN CAT 4/4#,FG,16.0,64480.0,20005,50.0,True,PC,both,False
1117,SON21005127,20005,1,50009324,1450.0,530.0,2021-10-01T00:00:00,2021-10-01T00:00:00,32019,NVI RB GF SR CKN DOG 4/4#,FG,16.0,14720.0,20005,50.0,True,PC,both,False
1118,SON21005127,20005,1,50006025,1500.0,1023.0,2021-10-01T00:00:00,2021-10-01T00:00:00,32019,NVI RB BN LAMB DOG 20#,FG,20.0,9540.0,20005,60.0,True,PC,both,False
1119,SON21005127,20005,1,50009316,1100.0,702.0,2021-10-01T00:00:00,2021-10-01T00:00:00,32019,NVI LONG RB CKN DOG 8.5LB,FG,8.5,3383.0,20005,128.0,True,PC,both,False
1120,SON21005127,20005,1,50009312,180.0,0.0,2021-10-01T00:00:00,2021-10-01T00:00:00,32019,NVI LONG RB SR CKN DOG 8.5LB,FG,8.5,1530.0,20005,128.0,True,PC,both,False
1121,SON21005127,20005,1,50009306,290.0,0.0,2021-09-18T00:00:00,2021-09-18T00:00:00,32019,NVI LONG RB CKN KITTEN 4/3.8#,FG,15.2,4408.0,20005,50.0,True,PC,both,False
1122,SON21005127,20005,1,50009307,480.0,0.0,2021-09-18T00:00:00,2021-09-18T00:00:00,32019,NVI LONG RB RABB CAT 4/3.8#,FG,15.2,7296.0,20005,50.0,True,PC,both,False
1123,SON21005127,20005,1,50009314,460.0,0.0,2021-10-01T00:00:00,2021-10-01T00:00:00,32019,NVI LONG RB CKN DOG 6/1.5LB,FG,9.0,4140.0,20005,50.0,True,PC,both,False
1124,SON21005127,20005,1,50009310,350.0,0.0,2021-10-01T00:00:00,2021-10-01T00:00:00,32019,NVI LONG RB SR CKN DOG 6/1.5LB,FG,9.0,3150.0,20005,50.0,True,PC,both,False
1125,SON21005127,20005,1,50009308,730.0,0.0,2021-10-01T00:00:00,2021-10-01T00:00:00,32019,NVI LONG RB CKN CAT 6/1.5#,FG,9.0,6570.0,20005,50.0,True,PC,both,False
1126,SON21005127,20005,1,50009330,103570.0,0.0,2021-08-02T00:00:00,2021-08-02T00:00:00,32019,NVI INS GF CKN CAT 11#,FG,11.0,1139270.0,20005,128.0,True,PC,both,False
1128,SON21005127,20005,1,50009329,4450.0,3997.0,2021-10-01T00:00:00,2021-10-01T00:00:00,32019,NVI INS GF CKN CAT 4/5#,FG,20.0,9060.0,20005,50.0,True,PC,both,False
1164,SON21001757,20005,1,50000798,3000.0,2435.0,2021-09-09T00:00:00,2021-09-09T00:00:00,PO076054,MER CLASSIC BEEF AG DOG 12#,FG,12.0,6780.0,20005,42.0,True,PC,both,False
1168,SON21001756,20005,1,50005458,1700.0,940.0,2021-09-07T00:00:00,2021-09-07T00:00:00,PO076050,MER PRI GF SB GRF BEEF K9 5/4#,FG,20.0,15200.0,20005,50.0,True,PC,both,False
1175,SON21001823,20005,1,50008652,229.0,0.0,2021-06-27T00:00:00,2021-06-27T00:00:00,4500219164,BBC TS S M ADLT CKN DOG 5/4#,FG,20.0,4580.0,20005,70.0,True,PC,both,False
1180,SON21001823,20005,1,50008658,272.0,0.0,2021-10-26T00:00:00,2021-10-26T00:00:00,4500219164,BBC TS BEST LIFE ADLT DOG 5/4#,FG,20.0,5440.0,20005,70.0,True,PC,both,False
1181,SON21001823,20005,1,50008659,494.0,0.0,2021-10-26T00:00:00,2021-10-26T00:00:00,4500219164,BBC TS BEST LIFE ADULT DOG 11#,FG,11.0,5434.0,20005,128.0,True,PC,both,False
1182,SON21001823,20005,1,50009151,3680.0,3584.0,2021-09-24T00:00:00,2021-09-24T00:00:00,4500219164,BBC TS INDOOR HB CAT 11#,FG,11.0,1056.0,20005,1.0,True,PC,both,False
1184,SON21001824,20005,1,50008652,229.0,0.0,2021-06-27T00:00:00,2021-06-27T00:00:00,4500219165,BBC TS S M ADLT CKN DOG 5/4#,FG,20.0,4580.0,20005,70.0,True,PC,both,False
1189,SON21001824,20005,1,50008659,494.0,0.0,2021-10-13T00:00:00,2021-10-13T00:00:00,4500219165,BBC TS BEST LIFE ADULT DOG 11#,FG,11.0,5434.0,20005,128.0,True,PC,both,False
1190,SON21001824,20005,1,50009150,1050.0,983.0,2021-09-03T00:00:00,2021-09-03T00:00:00,4500219165,BBC TS INDOOR HB CAT 6/3.5#,FG,21.0,1407.0,20005,1.0,True,PC,both,False
1191,SON21001824,20005,1,50009151,3680.0,3582.0,2021-09-03T00:00:00,2021-09-03T00:00:00,4500219165,BBC TS INDOOR HB CAT 11#,FG,11.0,1078.0,20005,1.0,True,PC,both,False
1192,SON21001824,20005,1,50008652,1145.0,1050.0,2021-09-03T00:00:00,2021-09-03T00:00:00,4500219165,BBC TS S M ADLT CKN DOG 5/4#,FG,20.0,1900.0,20005,70.0,True,PC,both,False
1195,SON21001775,20005,1,50009163,9000.0,4650.0,2021-09-03T00:00:00,2021-09-03T00:00:00,31237,NVI RB GF BEEF DOG 20#,FG,20.0,87000.0,20005,70.0,True,PC,both,False
1202,SON21001775,20005,1,50006069,540.0,50.0,2021-06-10T00:00:00,2021-06-10T00:00:00,31237,NVI INS BN LAMB DOG 4/4.5#,FG,18.0,8820.0,20005,50.0,True,PC,both,False
1203,SON21001775,20005,1,50006077,310.0,0.0,2021-09-03T00:00:00,2021-09-03T00:00:00,31237,NVI RB BN LAMB DOG 4/4.5#,FG,18.0,5580.0,20005,50.0,True,PC,both,False
1204,SON21001775,20005,1,50006078,810.0,519.0,2021-06-10T00:00:00,2021-06-10T00:00:00,31237,NVI RB BN SALM DOG 4/4.5#,FG,18.0,5238.0,20005,50.0,True,PC,both,False
1205,SON21001775,20005,1,50006049,28090.0,12167.0,2021-10-01T00:00:00,2021-10-01T00:00:00,31237,NVI INS GF ULT CKN CAT 10#,FG,10.0,159230.0,20005,104.0,True,PC,both,False
1206,SON21001775,20005,1,50006108,4110.0,2750.0,2021-10-01T00:00:00,2021-10-01T00:00:00,31237,NVI INS GF ULT CKN CAT 4/4#,FG,16.0,21760.0,20005,50.0,True,PC,both,False
1207,SON21001775,20005,1,50006132,250.0,0.0,2021-09-03T00:00:00,2021-09-03T00:00:00,31237,NVI INS GF ULT CKN CAT 6/1.8#,FG,10.8,2700.0,20005,50.0,True,PC,both,False
1209,SON21001775,20005,1,50006123,2223.0,2133.0,2021-06-29T00:00:00,2021-06-29T00:00:00,31237,NVI RB GF INDR RAB CAT 4/4.5#,FG,18.0,1620.0,20005,50.0,True,PC,both,False
1212,SON21001775,20005,1,50006026,5310.0,3954.0,2021-09-03T00:00:00,2021-09-03T00:00:00,31237,NVI RB GF SALM DOG 19#,FG,19.0,25764.0,20005,70.0,True,PC,both,False
1229,SON21001821,20005,1,50008652,229.0,0.0,2021-06-27T00:00:00,2021-06-27T00:00:00,4500219162,BBC TS S M ADLT CKN DOG 5/4#,FG,20.0,4580.0,20005,70.0,True,PC,both,False
1234,SON21001821,20005,1,50008648,916.0,840.0,2021-09-24T00:00:00,2021-09-24T00:00:00,4500219162,BBC TS FAB FLN CKN CAT 6/3.5#,FG,21.0,1596.0,20005,60.0,True,PC,both,False
1235,SON21001821,20005,1,50009151,3680.0,3589.0,2021-09-24T00:00:00,2021-09-24T00:00:00,4500219162,BBC TS INDOOR HB CAT 11#,FG,11.0,1001.0,20005,1.0,True,PC,both,False
1236,SON21001821,20005,1,50008652,1145.0,700.0,2021-10-26T00:00:00,2021-10-26T00:00:00,4500219162,BBC TS S M ADLT CKN DOG 5/4#,FG,20.0,8900.0,20005,70.0,True,PC,both,False
1271,SON21002442,20005,1,50009141,980.0,840.0,2021-10-08T00:00:00,2021-10-08T00:00:00,GSE05072021TW-GSE2,FTL TIMBERWOLF CKN CAT 6/2.2#,FG,13.2,1848.0,20005,70.0,True,PC,both,False
1272,SON21002442,20005,1,50009142,6720.0,5712.0,2021-10-08T00:00:00,2021-10-08T00:00:00,GSE05072021TW-GSE2,FTL TIMBERWOLF CKN CAT 10#,FG,10.0,10080.0,20005,84.0,True,PC,both,False
1278,SON21000767,20005,1,50008655,391.0,0.0,2021-10-26T00:00:00,2021-10-26T00:00:00,4500213287,BBC TS TF ADLT CKN DOG 11#,FG,11.0,4301.0,20005,128.0,True,PC,both,False
1283,SON21002984,20005,1,50008174,150.0,14.0,2021-09-03T00:00:00,2021-09-03T00:00:00,13307,SGH HUND N FLOCKEN DOG 6/4#,FG,24.0,3264.0,20005,36.0,True,PC,both,False
1284,SON21002984,20005,1,50008176,3000.0,2920.0,2021-09-03T00:00:00,2021-09-03T00:00:00,13307,SGH HUND N FLOCKEN DOG 28.5#,FG,28.5,2280.0,20005,40.0,True,PC,both,False
1285,SON21002984,20005,1,50008177,1350.0,1159.0,2021-09-03T00:00:00,2021-09-03T00:00:00,13307,SGH WEE BIT BISON SB DOG 6/4#,FG,24.0,4584.0,20005,36.0,True,PC,both,False
1286,SON21002984,20005,1,50008180,1650.0,1536.0,2021-09-03T00:00:00,2021-09-03T00:00:00,13307,SGH GF MGTY MINI CKN DOG 6/4#,FG,24.0,2736.0,20005,36.0,True,PC,both,False
1287,SON21002984,20005,1,50008159,240.0,166.0,2021-09-03T00:00:00,2021-09-03T00:00:00,13307,SGH HB OATMEAL SR DOG 44#,FG,44.0,3256.0,20005,24.0,True,PC,both,False
1288,SON21002984,20005,1,50008163,4200.0,3208.0,2021-10-08T00:00:00,2021-10-08T00:00:00,13307,SGH FIT FAB POLLOCK DOG 24#,FG,24.0,23808.0,20005,40.0,True,PC,both,False
1289,SON21002984,20005,1,50008194,6000.0,5807.0,2021-09-03T00:00:00,2021-09-03T00:00:00,13307,SGH BARKING ATM BEEF DOG 24#,FG,24.0,4632.0,20005,40.0,True,PC,both,False
1290,SON21002984,20005,1,50008196,1500.0,1429.0,2021-09-03T00:00:00,2021-09-03T00:00:00,13307,SGH SUN GF LAMB DOG 24#,FG,24.0,1704.0,20005,40.0,True,PC,both,False
1291,SON21002984,20005,1,50008204,1500.0,1352.0,2021-09-03T00:00:00,2021-09-03T00:00:00,13307,SGH WOLF KING BISON DOG 12#,FG,12.0,1776.0,20005,88.0,True,PC,both,False
1292,SON21002984,20005,1,50008205,12000.0,11755.0,2021-09-03T00:00:00,2021-09-03T00:00:00,13307,SGH WOLF KING BISON DOG 24#,FG,24.0,5880.0,20005,40.0,True,PC,both,False
1293,SON21002984,20005,1,50008209,700.0,645.0,2021-09-03T00:00:00,2021-09-03T00:00:00,13307,SGH GF IND MOON CKN CAT 6/3#,FG,18.0,990.0,20005,36.0,True,PC,both,False
