ID,Description,Flour_Code,Type,Shape,Diameter_Category,Dry_Digest_Code,Dry_Digest_Description,Liq_Digest_Code,Liq_Digest_Description,TSS_Concat,DLD_Concat,Buyable,Minimum_Run_Size,Diameter
22641,ATI MLD PRIME PUPPY/CAT BULK,F10946,BOAR/PORK,DISC,MAX 8.00,0,0,0,0,BOAR/PORK - DISC - MAX 8.00,0 - 0,FALSE,20000.0,0
W22641,ATI MLD PRIME PUPPY/CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22643,BBC INDR HB CKN CAT BULK,F10947,POULTRY,CYLINDER,MAX 8.00,0,0,0,0,POULTRY - CYLINDER - MAX 8.00,0 - 0,FALSE,40000.0,0
22644,CJPB LID CKN PUPPY LK 34/18 BU,F5729,POULTRY,DISC,MAX 10.25,0,0,0,0,POULTRY - DISC - MAX 10.25,0 - 0,FALSE,20000.0,0
22645,CJPB GF CKN PUPPY 30/15 BULK,F10621,POULTRY,DISC,MAX 8.00,0,0,0,0,POULTRY - DISC - MAX 8.00,0 - 0,FALSE,20000.0,0
22648,HAL IN MSC HW GF SALM CAT BULK,F10951,FISH,TRIANGLE,MAX 9.00,0,0,0,0,FISH - TRIANGLE - MAX 9.00,0 - 0,FALSE,0.0,0
22649,HAL KITTEN MSC GF SALM WF BULK,F10949,FISH,DISC,MAX 8.00,0,0,0,0,FISH - DISC - MAX 8.00,0 - 0,FALSE,0.0,0
22650,HAL SB MSC HW GF SALM DOG BULK,F10950,FISH,DISC,MAX 9.00,0,0,0,0,FISH - DISC - MAX 9.00,0 - 0,FALSE,0.0,0
EM1348OS,MEAT MDM DUCK W/ OPTISOL GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1349OS,MEAT MDM RABBIT W/ OPT GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1350OS,MEAT MDM TRKY W/ OPTISOL GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22643,BBC INDR HB CKN CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22643K,BBC INDR HB CKN CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22643B,BBC INDR HB CKN CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22643P30,BBC INDR HB CKN CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22658,CJPB LID LAMB PUPPY LK 30/15,F10548,LAMB,DISC,MAX 10.25,0,0,0,0,LAMB - DISC - MAX 10.25,0 - 0,FALSE,0.0,0
W22648,HAL IN MSC HW GF SALM CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22649,HAL KITTEN MSC GF SALM WF WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22650,HAL SB MSC HW GF SALM DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22659,ILY NF RMM DOG BULK,F10961,BOAR/PORK,HEART,MAX 13.00,0,0,0,0,BOAR/PORK - HEART - MAX 13.00,0 - 0,FALSE,0.0,0
22660,ILY NF POULTRY PALOOZA DOG,F10962,POULTRY,HEART,MAX 13.00,0,0,0,0,POULTRY - HEART - MAX 13.00,0 - 0,FALSE,0.0,0
22661,ILY NF SIMPLY SEA DOG BULK,F10958,FISH,HEART,MAX 13.00,0,0,0,0,FISH - HEART - MAX 13.00,0 - 0,FALSE,0.0,0
W22644,CJPB LID CKN PUPPY LK 34/18 WI,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22658,CJPB LID LAMB PUPPY LK 30/15 W,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22645,CJPB GF CKN PUPPY 30/15 WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22607,CSI HRS PRI GF DUCK DOG BULK,F10904,DUCK,DISC,MAX 12.50,0,0,0,0,DUCK - DISC - MAX 12.50,0 - 0,FALSE,0.0,0
W22607,CSI HRS PRI GF DUCK DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22605,CSI HRS PRI GF SALM CAT BULK,F10902,POULTRY,TRIANGLE,MAX 9.50,0,0,0,0,POULTRY - TRIANGLE - MAX 9.50,0 - 0,FALSE,0.0,0
W22605,CSI HRS PRI GF SALM CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22663,ILY NF SURF N CHICK CAT BULK,F10960,POULTRY,DISC,MAX 10.50,0,0,0,0,POULTRY - DISC - MAX 10.50,0 - 0,FALSE,20000.0,0
22664,ILY NF PLTRY A PLENTY CAT BULK,F10959,POULTRY,DISC,MAX 10.50,0,0,0,0,POULTRY - DISC - MAX 10.50,0 - 0,FALSE,20000.0,0
W22660,ILY NF POULTRY PALOOZA DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22571,CHE AJ LM DELTA FISH DOG BULK,F10894,FISH,DISC,MAX 13.25,0,0,0,0,FISH - DISC - MAX 13.25,0 - 0,FALSE,0.0,0
W22571,CHE AJ LM DELTA FISH DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22615,CHE AJ LM RM BEEF DOG BULK,F10908,BEEF,DISC,MAX 13.25,0,0,0,0,BEEF - DISC - MAX 13.25,0 - 0,FALSE,0.0,0
W22615,CHE AJ LM RM BEEF DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22661,ILY NF SIMPLY SEA DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22664,ILY NF PLTRY A PLENTY CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22663,ILY NF SURF N CHICK CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22606,CSI HRS PRI GF POLL CAT BULK,F10903,POULTRY,DISC,MAX 10.50,0,0,0,0,POULTRY - DISC - MAX 10.50,0 - 0,FALSE,0.0,0
W22606,CSI HRS PRI GF POLLOCK CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22671,BBC WC INDR HB CKN CAT BULK,F10963,POULTRY,CYLINDER,MAX 8.00,0,0,0,0,POULTRY - CYLINDER - MAX 8.00,0 - 0,FALSE,40000.0,0
W22671,BBC WC INDR HB CKN CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22671K,BBC WC INDR HB CKN CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22672,ATI PRIME SUPREME DOG BULK NEW,F10970,BOAR/PORK,DISC,MAX 10.50,0,0,0,0,BOAR/PORK - DISC - MAX 10.50,0 - 0,FALSE,0.0,0
W22672,ATI PRIME SUPREME DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22665,CHE AJ LB GF CKN PUPPY BULK,F10767,0,0,MAX 13.25,0,0,0,0,0 - 0 - MAX 13.25,0 - 0,FALSE,0.0,0
W22665,CHE AJ LB GF CKN PUPPY WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1357,MEAT MDM SALM WF F/V DIG BL GR,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
EM1358,MEAT MDM CHKN F/V BLEND GRIND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
EM1359,MEAT MDM CKN SAL F/V DIG BL GR,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
22684,MER GF SALM SW POT DOG BULK,F10983,FISH,DISC,MAX 11.00,0,0,0,0,FISH - DISC - MAX 11.00,0 - 0,FALSE,0.0,0
W22684,MER GF SALM SW POT DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22685,MER GF CKN SW POT DOG BULK,F10982,POULTRY,DISC,MAX 11.00,0,0,0,0,POULTRY - DISC - MAX 11.00,0 - 0,FALSE,0.0,0
W22685,MER GF CKN SW POT DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22686,MER GF CKN SW POT PUP BULK,F10984,POULTRY,DISC,MAX 10.00,0,0,0,0,POULTRY - DISC - MAX 10.00,0 - 0,FALSE,0.0,0
W22686,MER GF CKN SW POT PUP WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
M1207OS,MEAT MDM SALMON DIG BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22659,ILY NF RMM DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22631,HEE GF CKN DOG BULK,F10943,0,0,MAX 14.50,0,0,0,0,0 - 0 - MAX 14.50,0 - 0,FALSE,20000.0,0
W22631,HEE GF CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22631-1,HEE GF CKN DOG COD-PEA-APP WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22631-2,HEE GF CKN DOG TUR-PEA-POT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22631-3,HEE GF CKN DOG TUR-PAR-BEA WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22667,CHE AJ SR GF CKN DOG BULK,F10966,0,0,MAX 13.25,0,0,0,0,0 - 0 - MAX 13.25,0 - 0,FALSE,0.0,0
W22667,CHE AJ SR GF CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22666,CHE AJ WM GF CKN DOG BULK,F10965,0,0,MAX 13.25,0,0,0,0,0 - 0 - MAX 13.25,0 - 0,FALSE,0.0,0
W22666,CHE AJ WM GF CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
M1295OS,MEAT NVI MDM DUCK F/V BLN GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22697,ATI L&R MAINT DOG LARGE BULK,F10969,LAMB,DISC,MAX 13.00,0,0,0,0,LAMB - DISC - MAX 13.00,0 - 0,FALSE,0.0,0
W22697,ATI L&R MAINT DOG LARGE WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22698,ATI L&R MAINT DOG SMALL BULK,F10969,LAMB,DISC,MAX 10.50,0,0,0,0,LAMB - DISC - MAX 10.50,0 - 0,FALSE,0.0,0
W22698,ATI L&R MAINT DOG SMALL WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1243,MEAT MDM VENISON GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
22704,CSI HRS PRI VENISON DOG BULK,F10905,POULTRY,DISC,MAX 12.50,0,0,0,0,POULTRY - DISC - MAX 12.50,0 - 0,FALSE,0.0,0
W22704,CSI HRS PRI VENISON DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1361OS,MEAT BBC MDM RABBIT GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1362OS,MEAT BEEF HRTS VENISON BLN GRD,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1363OS,MEAT MDM TRKY F/V BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1364OS,MEAT MDM TRKY F/V BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1365OS,MEAT MDM LAMB F/V BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
M1362OS,MEAT BEEF HRTS VENISON BLN GRD,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
M1363OS,MEAT MDM TRKY F/V BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
M1364OS,MEAT MDM TRKY F/V BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
M1365OS,MEAT MDM LAMB F/V BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1367OS,MEAT MDM PORK GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1288OS,MEAT MSC MDM WILD SALM FRT GRD,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1287OS,MEAT MER MDM GRF LAMB FRT GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22592,ATI PUPPY CKN BULK,F10895,POULTRY,DISC,MAX 10.50,0,0,0,0,POULTRY - DISC - MAX 10.50,0 - 0,FALSE,0.0,0
W22592,ATI PUPPY CKN WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1366OS,MEAT MDM SARDINE GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1368OS,MEAT MDM COD TROUT BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22736,NVI INS GF SALM CAT BULK,F10945,FISH,DISC,MAX 9.50,0,0,0,0,FISH - DISC - MAX 9.50,0 - 0,FALSE,0.0,0
W22736,NVI INS GF SALM CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22736RB,NVI RB GF SALM CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
NV250274,NVI INS FD RBK PCS SKIN PINK,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,TRUE,0.0,0
22623,NVI INS GF CKN GUT DOG BULK,F10935,POULTRY,DISC,MAX 12.50,0,0,0,0,POULTRY - DISC - MAX 12.50,0 - 0,FALSE,0.0,0
W22623,NVI INS GF CKN GUT DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22623RB,NVI RB GF CKN GUT DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
NV250277,NVI INS FD RBK PCS GUT ORANGE,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,TRUE,0.0,0
EM1344OS,MEAT NVI MDM CKN F/V BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22625,NVI INS GF CKN SKIN DOG BULK,F10936,POULTRY,DISC,0,0,0,0,0,POULTRY - DISC - 0,0 - 0,FALSE,0.0,0
W22625,NVI INS GF CKN SKIN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22625RB,NVI RB GF CKN SKIN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22621,NVI INS LID GF SALM CAT BULK,F10932,FISH,DISC,MAX 9.75,0,0,0,0,FISH - DISC - MAX 9.75,0 - 0,FALSE,20000.0,0
W22621,NVI INS LID GF SALM CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22742,BBC GF WILD PUPPY CKN BULK,F10917,POULTRY,TRIANGLE,MAX 11.00,0,0,0,0,POULTRY - TRIANGLE - MAX 11.00,0 - 0,FALSE,40000.0,0
W22742,BBC GF WILD PUPPY CKN WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22742K,BBC GF WILD PUPPY CKN WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22743,BBC GF WILD DUCK DOG BULK,F10882,DUCK,TRIANGLE,MAX 13.00,0,0,0,0,DUCK - TRIANGLE - MAX 13.00,0 - 0,FALSE,40000.0,0
W22743,BBC GF WILD DUCK DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22743K,BBC GF WILD DUCK DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22744,BBC WILD SALM DOG BULK,F10880,FISH,TRIANGLE,MAX 13.00,0,0,0,0,FISH - TRIANGLE - MAX 13.00,0 - 0,FALSE,40000.0,0
W22744,BBC WILD SALM DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22744K,BBC WILD SALM DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22754,HAL SR GF MSC SALM DOG JPN BUL,F11099,FISH,DISC,MAX 9.00,0,0,0,0,FISH - DISC - MAX 9.00,0 - 0,FALSE,0.0,0
W22754,HAL SR GF MSC SALM DOG JPN WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22755,HAL SB GF CKN DOG JPN BULK,F11100,POULTRY,DISC,MAX 9.00,0,0,0,0,POULTRY - DISC - MAX 9.00,0 - 0,FALSE,0.0,0
W22755,HAL SB GF CKN DOG JPN WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22756,HAL SR GF MSC SALM CAT JPN BUL,F11101,FISH,DISC,MAX 8.00,0,0,0,0,FISH - DISC - MAX 8.00,0 - 0,FALSE,0.0,0
W22756,HAL SR GF MSC SALM CAT JPN WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
50837,DPN GF DUCK DOG BULK TEST,F10973,0,0,MAX 14.50,0,0,0,0,0 - 0 - MAX 14.50,0 - 0,FALSE,0.0,0
50837-1,DPN GF DUCK DOG WIP TEST,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
50838,DPN GF LAMB DOG BULK TEST,F10866,0,0,MAX 14.50,0,0,0,0,0 - 0 - MAX 14.50,0 - 0,FALSE,0.0,0
50838-1,DPN GF LAMB DOG WIP TEST,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
50839,DPN GF TRKY DOG BULK TEST,F10927,0,0,MAX 14.50,0,0,0,0,0 - 0 - MAX 14.50,0 - 0,FALSE,0.0,0
50839-1,DPN GF TRKY DOG WIP TEST,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
NV250279,NVI INS FD RAW MRKT BEEF PCS,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,TRUE,0.0,0
22696,OFP GF HFAC/CH BEEF DOG BULK,F11005,BEEF,DISC,MAX 9.00,0,0,0,0,BEEF - DISC - MAX 9.00,0 - 0,FALSE,0.0,0
W22696,OFP GF HFAC/CH BEEF DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1371OS,MEAT MDM GF BEEF BOAR BLND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1232OS,MEAT MDM SALM WH FSH BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1317,MEAT MDM LAMB F/V GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
W20328K,PNP FB PARAKEET MAINT YEL WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W20329K,PNP FB PARAKEET MAINT ORA WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W20330K,PNP FB PARAKEET MAINT RED WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W20331K,PNP FB PARAKEET MAINT GRN WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W20900K,PNP VEGGIE BLEND CARROTS WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W20901K,PNP VEGGIE BLEND PEAS WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W20902K,PNP VEGGIE BLEND CORN WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W20903K,PNP VEGGIE BLEND GRN BEAN WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
6165282CO,NVI INS BE NAT CKN DOG 25#,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,TRUE,0.0,0
EM1197,MEAT RAY MDM RABBIT GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
W20955B,RAY CANINE RABBIT MAINT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22728,NVI INS GF CKN DOG BULK,F11022,POULTRY,DISC,MAX 12.50,0,0,0,0,POULTRY - DISC - MAX 12.50,0 - 0,FALSE,0.0,0
W22728,NVI INS GF CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22728RB,NVI RB GF CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22728PC,NVI INS GF CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
M1248OS,MEAT MDM TRKY CKN-LVR F/V GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22721,CJPB VALUE CAT COMPLETE BULK,F11012,MEATLESS,MULTI,MAX 10.50,0,0,0,0,MEATLESS - MULTI - MAX 10.50,0 - 0,FALSE,0.0,0
W22721,CJPB VALUE CAT COMPLETE WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22771,CJPB VALUE CAT INDOOR BULK,F11120,MEATLESS,MULTI,MAX 8.75,0,0,0,0,MEATLESS - MULTI - MAX 8.75,0 - 0,FALSE,0.0,0
W22771,CJPB VALUE CAT INDOOR WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
M1185OS,MEAT MDM CHKN W/ OPTISOL,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22723,NVI INS GF DUCK DOG BULK,F11053,DUCK,DISC,MAX 12.00,0,0,0,0,DUCK - DISC - MAX 12.00,0 - 0,FALSE,0.0,0
W22723,NVI INS GF DUCK DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22723RB,NVI RB GF DUCK DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22726,NVI INS GF BEEF DOG BULK,F11076,BEEF,DISC,MAX 12.00,0,0,0,0,BEEF - DISC - MAX 12.00,0 - 0,FALSE,40000.0,0
W22726,NVI INS GF BEEF DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22726RB,NVI RB GF BEEF DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22571BS,CHE AJ LM DEL FISH DOG 40# WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
STE800380,STE CAT FD CI CKN INCLUSION,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,TRUE,0.0,0
EM1345,MEAT MDM CF CKN LVR BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
EM1375,MEAT MDM WILD SALM GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,TRUE,0.0,0
EM1376,MEAT MDM CF CKN TRKY DUCK GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
22635,STE GF CF CKN CAT BULK,F10938,POULTRY,DISC,MAX 8.00,0,0,0,0,POULTRY - DISC - MAX 8.00,0 - 0,FALSE,0.0,0
W22635,STE GF CF CKN CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22774,STE GF WILD SALM CAT BULK,F11118,FISH,DISC,MAX 8.00,0,0,0,0,FISH - DISC - MAX 8.00,0 - 0,FALSE,0.0,0
W22774,STE GF WILD SALM CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22775,STE GF CF POULTRY CAT BULK,F11119,DUCK,DISC,MAX 8.00,0,0,0,0,DUCK - DISC - MAX 8.00,0 - 0,FALSE,0.0,0
W22775,STE GF CF POULTRY CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22775K,STE GF CF POULTRY CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22678,BBC CARN WL HW DOG BULK,F10992,POULTRY,DISC,MAX 13.50,0,0,0,0,POULTRY - DISC - MAX 13.50,0 - 0,FALSE,20000.0,0
EM1377,MEAT MDM MSC SALM FRT BLND GRD,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
22778,MER PRI GF MSC SALM PUPPY BULK,F11077,FISH,DISC,MAX 8.50,0,0,0,0,FISH - DISC - MAX 8.50,0 - 0,FALSE,0.0,0
W22778,MER PRI GF MSC SALM PUPPY WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22710,NLE DIST BEEF DOG BULK,F11006,BEEF,DISC,MAX 10.00,0,0,0,0,BEEF - DISC - MAX 10.00,0 - 0,FALSE,0.0,0
W22710,NLE DIST BEEF DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1367,MEAT MDM PORK GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
22712,NLE DIST PORK DOG BULK,F11010,BOAR/PORK,DISC,MAX 10.00,0,0,0,0,BOAR/PORK - DISC - MAX 10.00,0 - 0,FALSE,0.0,0
W22712,NLE DIST PORK DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1366,MEAT MDM SARDINE GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
22718,NLE DIST SARDINE DOG BULK,F11009,FISH,DISC,MAX 10.00,0,0,0,0,FISH - DISC - MAX 10.00,0 - 0,FALSE,0.0,0
W22718,NLE DIST SARDINE DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
