ID,Description,Flour_Code,Type,Shape,Diameter_Category,Dry_Digest_Code,Dry_Digest_Description,Liq_Digest_Code,Liq_Digest_Description,TSS_Concat,DLD_Concat,Buyable,Minimum_Run_Size,Diameter
EM1198OS,MEAT MDM CHKN & TRKY BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1246B,MEAT OII MDM AK COD BLEND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
EM1246OS,MEAT OII MDM AK COD BLEND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1231B,MEAT MDM CKN DIG BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
EM1247OS,MEAT MDM WHFSH CKN LVR F/V GRD,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1248OS,MEAT MDM TRKY CKN-LVR F/V GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1250B,MEAT MDM WH FSH F/V BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
EM1251B,MEAT MDM TRKY CKN LVR F/V GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
22216,OII VRS AK COD DOG BULK,F1717,FISH,DISC,MAX 13.50,0,0,0,0,FISH - DISC - MAX 13.50,0 - 0,FALSE,0.0,0
W22216,OII VRS AK COD DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22217,OII VRS AK COD CAT BULK,F1718,FISH,DISC,MAX 8.00,0,0,0,0,FISH - DISC - MAX 8.00,0 - 0,FALSE,0.0,0
W22217,OII VRS AK COD CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1248B,MEAT MDM TRKY CKN-LVR F/V GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
EM1247B,MEAT MDM WHFSH CKN LVR F/V GRD,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
EM1252B,MEAT OII MDM ORG TRKY LVR GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
W22119-40,RAW MF CKN DOG 40# WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22120-40,RAW MF SALM DOG 40# WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22224,RAW LID SALM DOG BULK,F1719,FISH,MULTI,MAX 13.00,0,0,0,0,FISH - MULTI - MAX 13.00,0 - 0,FALSE,0.0,0
W22224,RAW LID SALM DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22224-40,RAW LID SALM DOG 40# WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22225,RAW LID DUCK DOG BULK,F1721,DUCK,MULTI,MAX 13.00,0,0,0,0,DUCK - MULTI - MAX 13.00,0 - 0,FALSE,0.0,0
W22225,RAW LID DUCK DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22225-40,RAW LID DUCK DOG 40# WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1253,MEAT MDM CKN SALM BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
22226,MER WEF PUPPY BULK 30,F1701,0,0,MAX 11.20,0,0,0,0,0 - 0 - MAX 11.20,0 - 0,FALSE,40000.0,0
W22226,MER WEF PUPPY WIP 30,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22227,MER WEF ADLT DOG BULK 30,F1703,0,0,MAX 11.20,0,0,0,0,0 - 0 - MAX 11.20,0 - 0,FALSE,40000.0,0
W22227,MER WEF ADLT DOG WIP 30,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22228,MER WEF GF SALM CAT BULK 30,F8053,0,0,MAX 8.50,0,0,0,0,0 - 0 - MAX 8.50,0 - 0,FALSE,40000.0,0
W22228,MER WEF GF SALM CAT WIP 30,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1065,MEAT MDM CHKN & TRKY BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
W22229,MER WEF GF CKN TRKY DOG WIP 30,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22230,GOP CN WM TRKY & BR DOG BULK,F9207,0,0,MAX 10.25,0,0,0,0,0 - 0 - MAX 10.25,0 - 0,FALSE,0.0,0
W22230,GOP CN WM TRKY & BR DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22231,GOP CN PUPPY CKN & BR BULK,F9208,POULTRY,DISC,MAX 10.25,0,0,0,0,POULTRY - DISC - MAX 10.25,0 - 0,FALSE,20000.0,0
W22231,GOP CN PUPPY CKN & BR WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22232,GOP PF OCEAN WH FSH CAT BULK,F9205,0,0,MAX 8.00,0,0,0,0,0 - 0 - MAX 8.00,0 - 0,FALSE,0.0,0
W22232,GOP PF OCEAN WH FSH CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22233,GOP PF GF SALMON CAT BULK,F9206,FISH,DISC,MAX 8.00,0,0,0,0,FISH - DISC - MAX 8.00,0 - 0,FALSE,0.0,0
W22233,GOP PF GF SALMON CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1254OS,MEAT MDM CKN LIVER GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1249OS,MEAT MDM PORK BOAR LVR F/V GRD,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1247,MEAT MDM WHFSH CKN LVR F/V GRD,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
EM1248,MEAT MDM TRKY CKN-LVR F/V GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
22077,PAW GF SR TROUT DOG BULK,F1398,FISH,DISC,MAX 10.00,0,0,0,0,FISH - DISC - MAX 10.00,0 - 0,FALSE,20000.0,0
W22077,PAW GF SR TROUT DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22052,PAW PUPPY CKN WG BULK,F1396,POULTRY,DISC,MAX 8.00,0,0,0,0,POULTRY - DISC - MAX 8.00,0 - 0,FALSE,20000.0,0
W22052,PAW PUPPY CKN WG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
M1221OS,MEAT BBC MDM BISON GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1255,MEAT MDM TRKY DUCK BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
22246,MER WEF GF TRKY DUCK CAT P30,F8052,0,0,MAX 8.50,0,0,0,0,0 - 0 - MAX 8.50,0 - 0,FALSE,40000.0,0
W22246,MER WEF GF TKY DCK CAT WIP P30,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1256B,MEAT TRKY TROUT BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
EM1256,MEAT TRKY TROUT BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
22253,MER WEF GF SB CKN TKY DOG P30,F8048,0,0,MAX 10.00,0,0,0,0,0 - 0 - MAX 10.00,0 - 0,FALSE,40000.0,0
W22253,MER WEF GF SB CKNTKY K9 WIP 30,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1257,MEAT MDM CKN LVR HRT BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
22254,MER GF WM/HW CKN DOG BULK P30,F8049,0,0,MAX 13.00,0,0,0,0,0 - 0 - MAX 13.00,0 - 0,FALSE,40000.0,0
W22254,MER GF WM/HW CKN DOG WIP P30,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1258,MEAT MDM TRKY DUCK BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
22255,MER WEF GF TRKY DUCK DOG P30,F8047,0,0,MAX 13.00,0,0,0,0,0 - 0 - MAX 13.00,0 - 0,FALSE,40000.0,0
W22255,MER WEF GF TRKY DUCK K9 WIP 30,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22239,DRT KINESIS ALS DOG BULK,F471,MEATLESS,DISC,MAX 12.25,0,0,0,0,MEATLESS - DISC - MAX 12.25,0 - 0,FALSE,0.0,0
W22239,DRT KINESIS ALS DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22243,DRT METABOLITE/LEAN DOG BULK,F499,MEATLESS,DISC,MAX 11.25,0,0,0,0,MEATLESS - DISC - MAX 11.25,0 - 0,FALSE,0.0,0
W22243,DRT METABOLITE/LEAN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1244OS,MEAT SALM WH FSH BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
61082CO,PR KB CHICKEN DOG 27#,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,TRUE,0.0,0
22218,OII ORG TRKY DOG BULK,F0449,ORGANIC,DISC,MAX 11.00,0,0,0,0,ORGANIC - DISC - MAX 11.00,0 - 0,FALSE,0.0,0
W22218,OII ORG TRKY DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1250OS,MEAT MDM WH FSH F/V BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1250,MEAT MDM WH FSH F/V BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
EM1251OS,MEAT MDM TRKY CKN LVR F/V GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1251,MEAT MDM TRKY CKN LVR F/V GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
M1226OS,MEAT MDM SALMON W/ OPTISOL,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1219OS,MEAT CKN LVR SALM BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1224OS,MEAT LAMB CKN LVR BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1225OS,MEAT SALM CKN LVR BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1245OS,MEAT CKN CKN LIVER BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1177OS,MEAT BOAR PK TKY LIV HRT NO VG,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22237,DRT CHASE ALS FELINE BULK,F465,MEATLESS,Y-SHAPE,MAX 12.25,0,0,0,0,MEATLESS - Y-SHAPE - MAX 12.25,0 - 0,FALSE,20000.0,0
W22237,DRT CHASE ALS FELINE WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1254B,MEAT MDM CKN LIVER GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
22235,DRT FUSION DOG BULK,F472,POULTRY,DISC,MAX 10.25,0,0,0,0,POULTRY - DISC - MAX 10.25,0 - 0,FALSE,20000.0,0
W22235,DRT FUSION DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22238,DRT GF KINESIS DOG BULK,F498,MEATLESS,DISC,MAX 12.75,0,0,0,0,MEATLESS - DISC - MAX 12.75,0 - 0,FALSE,0.0,0
W22238,DRT GF KINESIS DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22241,DRT PURSUIT ACTIVE DOG BULK,F473,MEATLESS,DISC,MAX 12.00,0,0,0,0,MEATLESS - DISC - MAX 12.00,0 - 0,FALSE,0.0,0
W22241,DRT PURSUIT ACTIVE DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22234,DRT MOMENTUM DOG BULK,F474,MEATLESS,DISC,MAX 10.25,0,0,0,0,MEATLESS - DISC - MAX 10.25,0 - 0,FALSE,20000.0,0
W22234,DRT MOMENTUM DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
M1220OS,MEAT MDM TRKY DUCK DIG BLN GRD,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1268OS,MEAT MDM CKN SALM DIG BLND GRD,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1269OS,MEAT MDM SALM WFSH DIG BLN GRD,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1270OS,MEAT MDM TRKY SALM BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1271OS,MEAT MDM CKN SALM BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1272OS,MEAT MDM TRKY SALM BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1273OS,MEAT MDM TRKY SALM BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
M1254OS,MEAT MDM CKN LIVER GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
M1240OS,MEAT MDM WH FISH DUCK BLN GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22284,CHE AJ GF BEEF DOG 32/14 BULK,F10764,BEEF,DISC,MAX 13.25,0,0,0,0,BEEF - DISC - MAX 13.25,0 - 0,FALSE,0.0,0
W22284,CHE AJ GF BEEF DOG 32/14 WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22286,CHE AJ GF CKN DOG 34/15 BULK,F10763,0,0,MAX 13.25,0,0,0,0,0 - 0 - MAX 13.25,0 - 0,FALSE,0.0,0
W22286,CHE AJ GF CKN DOG 34/15 WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22287,CHE AJ GF SALM DOG 32/14 BULK,F10766,0,0,MAX 13.25,0,0,0,0,0 - 0 - MAX 13.25,0 - 0,FALSE,0.0,0
W22287,CHE AJ GF SALMON DOG 32/14 WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22289,CHE AJ GF LAMB DOG 32/14 BULK,F10765,LAMB,DISC,MAX 13.25,0,0,0,0,LAMB - DISC - MAX 13.25,0 - 0,FALSE,40000.0,0
W22289,CHE AJ GF LAMB DOG 32/14 WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22290,CHE AJ LB GF CKN K9 30/12 BULK,F10767,0,0,MAX 15.25,0,0,0,0,0 - 0 - MAX 15.25,0 - 0,FALSE,0.0,0
W22290,CHE AJ LB GF CKN K9 30/12 WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22291,CHE AJ GF CKN PUPPY 30/12 BULK,F10768,POULTRY,DISC,MAX 11.25,0,0,0,0,POULTRY - DISC - MAX 11.25,0 - 0,FALSE,0.0,0
W22291,CHE AJ GF CKN PUPPY 30/12 WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22292,CHE AJ GF LAMB PUP 30/12 BULK,F10769,LAMB,DISC,MAX 11.25,0,0,0,0,LAMB - DISC - MAX 11.25,0 - 0,FALSE,0.0,0
W22292,CHE AJ GF LAMB PUP 30/12 WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22274,MER WEF GF HLTHY CKN PUP BULK,F1734,FISH,DISC,MAX 11.75,0,0,0,0,FISH - DISC - MAX 11.75,0 - 0,FALSE,0.0,0
W22274,MER WEF GF HLTHY CKN PUP WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22276,MER WEF GF SB SALM WF DOG BULK,F1736,FISH,DISC,MAX 11.75,0,0,0,0,FISH - DISC - MAX 11.75,0 - 0,FALSE,0.0,0
W22276,MER WEF GF SB SALM WF DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22256,CJPB LID CKN ALS K9 30/15 BULK,F1725,0,0,MAX 10.25,0,0,0,0,0 - 0 - MAX 10.25,0 - 0,FALSE,0.0,0
W22256,CJPB LID CKN ALS K9 30/15 WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22252,CJPB LID LAMB K9 27/15 BULK,F1724,LAMB,DISC,MAX 10.25,0,0,0,0,LAMB - DISC - MAX 10.25,0 - 0,FALSE,0.0,0
W22252,CJPB LID LAMB K9 27/15 WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22251,CJPB LID SALM K9 27/15 BULK,F1723,0,0,MAX 10.25,0,0,0,0,0 - 0 - MAX 10.25,0 - 0,FALSE,0.0,0
W22251,CJPB LID SALM K9 27/15 WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22250,CJPB LID DUCK ALS K9 27/15 BUL,F1722,Duck,DISC,MAX 10.25,0,0,0,0,Duck - DISC - MAX 10.25,0 - 0,FALSE,0.0,0
W22250,CJPB LID DUCK ALS K9 27/15 WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22267,CJPB LID CKN ALS K9 34/18 BULK,F5729,POULTRY,DISC,MAX 8.00,0,0,0,0,POULTRY - DISC - MAX 8.00,0 - 0,FALSE,0.0,0
W22267,CJPB LID CKN ALS K9 34/18 WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22268,CJPB LID CKN ALSK9 LK 30/12 BU,F5730,0,0,MAX 13.00,0,0,0,0,0 - 0 - MAX 13.00,0 - 0,FALSE,0.0,0
W22268,CJPB LID CKN ALSK9 LK 30/12 WI,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22275,MER WEF GF SB BEEF DOG BULK,F8044,BEEF,DISC,MAX 11.75,0,0,0,0,BEEF - DISC - MAX 11.75,0 - 0,FALSE,40000.0,0
W22275,MER WEF GF SB BEEF DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W20248K,PNP FB TIEL ORANGE WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W20250K,PNP FB TIEL GRN WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1280OS,MEAT MDM WH FISH TUNA DIG GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1281B,MEAT MER MDM ORG CKN LVR GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
W20558,CSI SUPERGOLD F&P WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1202OS,MEAT MDM SALM WFSH DIG BLN GRD,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1287B,MEAT MER MDM GRF LAMB FRT GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
EM1289B,MEAT MER ORG MDM FR CKN TKY GR,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
EM1288,MEAT MSC MDM WILD SALM FRT GRD,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
NV201841,NVI INS FD RBK PCS CKN NEW FOR,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,TRUE,0.0,0
NV201842,NVI INS FD RBK PCS BEEF NEW FO,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,TRUE,0.0,0
NV201844,NVI INS FD RBK PCS DUCK NEW FO,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,TRUE,0.0,0
NV201843,NVI INS FD RBK PCS LAMB NEW FO,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,TRUE,0.0,0
NV201846,NVI INS FD RBK PCS RAB NEW FOR,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,TRUE,0.0,0
M1210OS,MEAT RAW K9 CKN BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22321,NVI INS GF SB DUCK DOG BULK,F10506,DUCK,DISC,MAX 8.50,0,0,0,0,DUCK - DISC - MAX 8.50,0 - 0,FALSE,0.0,0
22323,NVI INS GF VENISON DOG BULK,F11037,VENISON,DISC,MAX 12.50,0,0,0,0,VENISON - DISC - MAX 12.50,0 - 0,FALSE,0.0,0
22325,NVI INS GF CKN PUPPY BULK,F11079,POULTRY,DISC,MAX 10.75,0,0,0,0,POULTRY - DISC - MAX 10.75,0 - 0,FALSE,0.0,0
22326,NVI INS GF LB CKN PUPPY BULK,F11072,POULTRY,DISC,MAX 11.75,0,0,0,0,POULTRY - DISC - MAX 11.75,0 - 0,FALSE,0.0,0
22327,NVI INS GF SR CKN DOG BULK,F11159,POULTRY,X-SHAPE,0,0,0,0,0,POULTRY - X-SHAPE - 0,0 - 0,FALSE,0.0,0
22329,NVI INS GF RABBIT DOG BULK,F10512,RABBIT,DISC,MAX 12.00,0,0,0,0,RABBIT - DISC - MAX 12.00,0 - 0,FALSE,0.0,0
EM1290B,MEAT NVI MDM RAB F/V BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
W22329,NVI INS GF RABBIT DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1291B,MEAT NVI MDM SALM F/V BLN GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
EM1292B,MEAT NVI MDM CKN F/V BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
W22327,NVI INS GF SR CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22327RB,NVI RB GF SR CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22326,NVI INS GF LB CKN PUPPY WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22326RB,NVI RB GF LB CKN PUPPY WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22325,NVI INS GF CKN PUPPY WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22325RB,NVI RB GF CKN PUPPY WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1293,MEAT MDM NVI US BEEF F/V GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
W22323,NVI INS GF VENISON DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22323RB,NVI RB GF VENISON DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1295B,MEAT NVI MDM DUCK F/V BLN GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
EM1295OS,MEAT NVI MDM DUCK F/V BLN GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22321,NVI INS GF SB DUCK DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22321RB,NVI RB GF SB DUCK DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22319,NVI INS GF TB CKN DOG BULK,F11045,POULTRY,DISC,MAX 8.50,0,0,0,0,POULTRY - DISC - MAX 8.50,0 - 0,FALSE,0.0,0
EM1292OS,MEAT NVI MDM CKN F/V BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22319,NVI INS GF TB CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22319RB,NVI RB GF TB CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22318,NVI INS GF SB CKN DOG BULK,F11045,POULTRY,DISC,MAX 8.50,0,0,0,0,POULTRY - DISC - MAX 8.50,0 - 0,FALSE,0.0,0
W22318,NVI INS GF SB CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22318RB,NVI RB GF SB CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22316,NVI INS GF HW CKN DOG BULK,F11019,POULTRY,DISC,MAX 12.00,0,0,0,0,POULTRY - DISC - MAX 12.00,0 - 0,FALSE,0.0,0
W22316,NVI INS GF HW CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22316RB,NVI RB GF HW CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22240,DRT GF RPM DOG BULK,F466,MEATLESS,DISC,MAX 13.00,0,0,0,0,MEATLESS - DISC - MAX 13.00,0 - 0,FALSE,20000.0,0
W22240,DRT GF RPM DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22330,NVI INS LID GF LAMB DOG BULK,F11131,LAMB,DISC,MAX 12.00,0,0,0,0,LAMB - DISC - MAX 12.00,0 - 0,FALSE,0.0,0
W22330,NVI INS LID GF LAMB DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1296B,MEAT NVI MDM DUCK GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
EM1297OS,MEAT NVI MDM TRKY GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
