Item_Code,Diet_Code,Location,Work_Center,Date,Version,Account,Measure,Entity,Bulk_Code
EDD506X-HT,DIET20777,20,205720,2200-12-31,Actual,Rate,17520.0,CJ_Foods,NONE
EDD507X,DIET20778,20,205720,2200-12-31,Actual,Rate,14940.0,CJ_Foods,NONE
EDD507X-HT,DIET20778,20,205720,2200-12-31,Actual,Rate,15660.0,CJ_Foods,NONE
EDD508X,DIET20776,20,205720,2200-12-31,Actual,Rate,19080.0,CJ_Foods,NONE
EDD508X-HT,DIET20776,20,205720,2200-12-31,Actual,Rate,14580.0,CJ_Foods,NONE
EDD509X,DIET20779,20,205720,2200-12-31,Actual,Rate,19680.0,CJ_Foods,NONE
EDD509X-HT,DIET20779,20,205720,2200-12-31,Actual,Rate,16320.0,CJ_Foods,NONE
EDD510X,DIET20781,20,205720,2200-12-31,Actual,Rate,18660.0,CJ_Foods,NONE
EDD510X-HT,DIET20781,20,205720,2200-12-31,Actual,Rate,12300.0,CJ_Foods,NONE
EDD511X,DIET20782,20,205720,2200-12-31,Actual,Rate,19440.0,CJ_Foods,NONE
EDD511X,DIET20782,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD511X-HT,DIET20782,20,205720,2200-12-31,Actual,Rate,19980.0,CJ_Foods,NONE
EDD512X,DIET20780,20,205720,2200-12-31,Actual,Rate,19980.0,CJ_Foods,NONE
EDD512X,DIET20780,20,206120,2200-12-31,Actual,Rate,5280.0,CJ_Foods,NONE
EDD512X-HT,DIET20780,20,205720,2200-12-31,Actual,Rate,15120.0,CJ_Foods,NONE
EDD512X-HT,DIET20780,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD514,DIET20059,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD514,DIET20059,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD514,DIET20059,20,205720,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD514,DIET20059,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD514-HT,DIET20059,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD514-HT,DIET20059,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD514-HT,DIET20059,20,205720,2200-12-31,Actual,Rate,21960.0,CJ_Foods,NONE
EDD514-HT,DIET20059,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD515,DIET20059,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD515,DIET20059,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD515,DIET20059,20,205720,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD515,DIET20059,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD515-HT,DIET20059,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD515-HT,DIET20059,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD515-HT,DIET20059,20,205720,2200-12-31,Actual,Rate,22380.0,CJ_Foods,NONE
EDD515-HT,DIET20059,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD531X,DIET22607,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD531X,DIET22607,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD531X,DIET22607,20,205720,2200-12-31,Actual,Rate,20880.0,CJ_Foods,NONE
EDD531X,DIET22607,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD531X-HT,DIET22607,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD531X-HT,DIET22607,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD531X-HT,DIET22607,20,205720,2200-12-31,Actual,Rate,17400.0,CJ_Foods,NONE
EDD531X-HT,DIET22607,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD532X,DIET22704,20,205720,2200-12-31,Actual,Rate,20880.0,CJ_Foods,NONE
EDD532X,DIET22704,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDD532X-HT,DIET22704,20,205720,2200-12-31,Actual,Rate,15360.0,CJ_Foods,NONE
EDD532X-HT,DIET22704,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDF308M-3KG,DIET20958,10,104620,2200-12-31,Actual,Rate,2777.0,CJ_Foods,NONE
EDF308M-3KG,DIET20958,20,206020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDF308M-3KG,DIET20958,20,206220,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
EDF308M-3KGLR,,10,104620,2200-12-31,Actual,Rate,540.0,CJ_Foods,NONE
EDF308M-S,DIETW20958,10,104020,2200-12-31,Actual,Rate,844.0,CJ_Foods,NONE
ETD019X,DIET20558,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
ETD019X,DIET20558,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
ETD019X-HT,DIET20558,10,101020,2200-12-31,Actual,Rate,5700.0,CJ_Foods,NONE
ETD019X-HT,DIET20558,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
F00002PCT,DIET22660,10,104620,2200-12-31,Actual,Rate,2400.0,CJ_Foods,NONE
F00002PCT,DIET22660,20,206020,2200-12-31,Actual,Rate,5640.0,CJ_Foods,NONE
F00002PCT,DIET22660,20,206220,2200-12-31,Actual,Rate,2820.0,CJ_Foods,NONE
F00002PCT,DIET22660,30,306020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
F00022PCT,DIET22660,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
F00022PCT,DIET22660,20,205520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
F00022PCT,DIET22660,30,305520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
F00042PCT,DIET22660,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
F00042PCT,DIET22660,20,205520,2200-12-31,Actual,Rate,20100.0,CJ_Foods,NONE
F00042PCT,DIET22660,20,206120,2200-12-31,Actual,Rate,6180.0,CJ_Foods,NONE
F00042PCT,DIET22660,30,305520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
F00102PCT,DIET22659,40,406020,2200-12-31,Actual,Rate,8100.0,CJ_Foods,NONE
F00122PCT,DIET22659,40,404920,2200-12-31,Actual,Rate,8500.0,CJ_Foods,NONE
F00142PCT,DIET22659,40,404920,2200-12-31,Actual,Rate,17340.0,CJ_Foods,NONE
F00222PCT,DIET22661,10,104620,2200-12-31,Actual,Rate,2400.0,CJ_Foods,NONE
F00222PCT,DIET22661,20,206020,2200-12-31,Actual,Rate,8160.0,CJ_Foods,NONE
F00222PCT,DIET22661,20,206220,2200-12-31,Actual,Rate,3300.0,CJ_Foods,NONE
F00222PCT,DIET22661,30,306020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
F00242PCT,DIET22661,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
F00242PCT,DIET22661,20,205520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
F00242PCT,DIET22661,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
F00242PCT,DIET22661,30,305520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
F00262PCT,DIET22661,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
F00262PCT,DIET22661,20,205520,2200-12-31,Actual,Rate,16200.0,CJ_Foods,NONE
F00262PCT,DIET22661,30,305520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
F10002PCT,DIET22664,10,104620,2200-12-31,Actual,Rate,2340.0,CJ_Foods,NONE
F10002PCT,DIET22664,20,206020,2200-12-31,Actual,Rate,0.0,CJ_Foods,NONE
F10002PCT,DIET22664,30,306020,2200-12-31,Actual,Rate,7200.0,CJ_Foods,NONE
F10022PCT,DIET22663,10,104620,2200-12-31,Actual,Rate,2220.0,CJ_Foods,NONE
F10022PCT,DIET22663,20,206020,2200-12-31,Actual,Rate,7320.0,CJ_Foods,NONE
F10022PCT,DIET22663,30,306020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
FP0001,DIET22424,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
FP0001,DIET22424,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
FP0001,DIET22424,20,205520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
FP0001,DIET22424,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
FP0001,DIET22424,30,305520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
FP0001,DIET22424,40,404920,2200-12-31,Actual,Rate,7000.0,CJ_Foods,NONE
FP0002,DIET22429,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
FP0002,DIET22429,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
FP0002,DIET22429,20,205520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
FP0002,DIET22429,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
FP0002,DIET22429,30,305520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
FP0002,DIET22429,40,404920,2200-12-31,Actual,Rate,7000.0,CJ_Foods,NONE
H01-00,DIET22631,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
H01-00,DIET22631,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
H01-01,DIET22631,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
H01-01,DIET22631,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
H01-02,DIET22631,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
H01-02,DIET22631,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
H01-03,DIET22631,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
H01-03,DIET22631,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
HPC25,DIET20072,10,101020,2200-12-31,Actual,Rate,6960.0,CJ_Foods,NONE
HPC25,DIET20072,10,104820,2200-12-31,Actual,Rate,9000.0,CJ_Foods,NONE
HPF25,DIET20303,10,101020,2200-12-31,Actual,Rate,4380.0,CJ_Foods,NONE
HPF25,DIET20303,10,104820,2200-12-31,Actual,Rate,9000.0,CJ_Foods,NONE
HPFP,DIET22827,10,105820,2200-12-31,Actual,Rate,9000.0,CJ_Foods,NONE
HPSF3L,DIETW20333,10,104620,2200-12-31,Actual,Rate,1440.0,CJ_Foods,NONE
HPSF3L2,,10,104620,2200-12-31,Actual,Rate,1440.0,CJ_Foods,NONE
JDFKCHBRAV031E04R,,10,104620,2200-12-31,Actual,Rate,9600.0,CJ_Foods,NONE
JDFKCHBRAV031E04R,,30,306020,2200-12-31,Actual,Rate,9600.0,CJ_Foods,NONE
JDFKCHBRAV031E10R,,10,104820,2200-12-31,Actual,Rate,13200.0,CJ_Foods,NONE
JDFKCHBRAV031E10R,,30,305520,2200-12-31,Actual,Rate,13200.0,CJ_Foods,NONE
JDFKCHSPEG031E04R,,30,306020,2200-12-31,Actual,Rate,9600.0,CJ_Foods,NONE
JDFKCHSPEG031E10R,,10,104820,2200-12-31,Actual,Rate,0.0,CJ_Foods,NONE
JDFKCHSPEG031E10R,,30,305520,2200-12-31,Actual,Rate,0.0,CJ_Foods,NONE
JDFKSABRSP031E04R,,30,306020,2200-12-31,Actual,Rate,9600.0,CJ_Foods,NONE
JDFKSABRSP031E10R,,10,104820,2200-12-31,Actual,Rate,13200.0,CJ_Foods,NONE
JDFKSABRSP031E10R,,30,305520,2200-12-31,Actual,Rate,13200.0,CJ_Foods,NONE
JKCHBRAV304,DIET22806,30,306020,2200-12-31,Actual,Rate,6660.0,CJ_Foods,NONE
JKCHBRAV310,DIET22806,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
JKCHBRAV310,DIET22806,30,305520,2200-12-31,Actual,Rate,7380.0,CJ_Foods,NONE
JKCHSPEG304,DIET22804,30,306020,2200-12-31,Actual,Rate,6060.0,CJ_Foods,NONE
JKCHSPEG310,DIET22804,30,305520,2200-12-31,Actual,Rate,6000.0,CJ_Foods,NONE
JKSABRSP304,DIET22805,30,306020,2200-12-31,Actual,Rate,7620.0,CJ_Foods,NONE
JKSABRSP310,DIET22805,30,305520,2200-12-31,Actual,Rate,6960.0,CJ_Foods,NONE
JMDMNT,DIET20189,10,101020,2200-12-31,Actual,Rate,4860.0,CJ_Foods,NONE
JMDMNT,DIET20189,10,104820,2200-12-31,Actual,Rate,9000.0,CJ_Foods,NONE
JMDMNT,DIET20189,20,205720,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
JVX,DIET20171,10,105820,2200-12-31,Actual,Rate,60.0,CJ_Foods,NONE
MER52001,DIET22314,10,104620,2200-12-31,Actual,Rate,3060.0,CJ_Foods,NONE
MER52001,DIET22314,20,206020,2200-12-31,Actual,Rate,6720.0,CJ_Foods,NONE
MER52001,DIET22314,20,206220,2200-12-31,Actual,Rate,2580.0,CJ_Foods,NONE
MER52001,DIET22314,30,306020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
MER52002,DIET22334,40,406020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
MER52010,DIET22313,20,205520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
MER52010,DIET22313,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
MER52010,DIET22313,30,305520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
MER52013,DIET22314,20,205520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
MER52013,DIET22314,20,205720,2200-12-31,Actual,Rate,13980.0,CJ_Foods,NONE
MER52013,DIET22314,30,305520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
MER52014,DIET22334,40,404920,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
OII52010,DIET22219,20,206020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
OII52010,DIET22219,20,206220,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
OII52011,DIET22219,20,206020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
OII52011,DIET22219,20,206220,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39518,DIETW22277,10,104620,2200-12-31,Actual,Rate,840.0,CJ_Foods,NONE
P39532,DIET22277,10,101020,2200-12-31,Actual,Rate,6300.0,CJ_Foods,NONE
P39532,DIET22277,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39549,DIET22277,10,101020,2200-12-31,Actual,Rate,11460.0,CJ_Foods,NONE
P39549,DIET22277,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39556,DIETW22278,10,104620,2200-12-31,Actual,Rate,1860.0,CJ_Foods,NONE
P39570,DIET22278,10,101020,2200-12-31,Actual,Rate,6960.0,CJ_Foods,NONE
P39570,DIET22278,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39587,DIET22278,10,101020,2200-12-31,Actual,Rate,9540.0,CJ_Foods,NONE
P39587,DIET22278,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39594,DIETW22279,10,104620,2200-12-31,Actual,Rate,1800.0,CJ_Foods,NONE
P39617,DIET22279,10,101020,2200-12-31,Actual,Rate,5520.0,CJ_Foods,NONE
P39617,DIET22279,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39624,DIET22279,10,101020,2200-12-31,Actual,Rate,8040.0,CJ_Foods,NONE
P39624,DIET22279,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39631,DIETW22281,10,104620,2200-12-31,Actual,Rate,1680.0,CJ_Foods,NONE
P39655,DIET22281,10,101020,2200-12-31,Actual,Rate,6540.0,CJ_Foods,NONE
P39655,DIET22281,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39662,DIET22281,10,101020,2200-12-31,Actual,Rate,8340.0,CJ_Foods,NONE
P39662,DIET22281,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39679,DIETW22277,10,104620,2200-12-31,Actual,Rate,840.0,CJ_Foods,NONE
P39686,DIET22277,10,101020,2200-12-31,Actual,Rate,4140.0,CJ_Foods,NONE
P39686,DIET22277,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39709,DIET22277,10,101020,2200-12-31,Actual,Rate,9180.0,CJ_Foods,NONE
P39709,DIET22277,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39716,DIETW22282,10,104620,2200-12-31,Actual,Rate,1800.0,CJ_Foods,NONE
P39723,DIET22282,10,101020,2200-12-31,Actual,Rate,5040.0,CJ_Foods,NONE
P39723,DIET22282,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39747,DIET22282,10,101020,2200-12-31,Actual,Rate,4560.0,CJ_Foods,NONE
P39747,DIET22282,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39754,DIETW22282,10,104620,2200-12-31,Actual,Rate,1800.0,CJ_Foods,NONE
P39761,DIET22282,10,101020,2200-12-31,Actual,Rate,3540.0,CJ_Foods,NONE
P39761,DIET22282,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39785,DIET22282,10,101020,2200-12-31,Actual,Rate,6240.0,CJ_Foods,NONE
P39785,DIET22282,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39792,DIETW22283,10,104620,2200-12-31,Actual,Rate,1680.0,CJ_Foods,NONE
P39808,DIET22283,10,101020,2200-12-31,Actual,Rate,3780.0,CJ_Foods,NONE
P39808,DIET22283,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39822,DIET22283,10,101020,2200-12-31,Actual,Rate,9480.0,CJ_Foods,NONE
P39822,DIET22283,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39839,DIETW22283,10,104620,2200-12-31,Actual,Rate,1500.0,CJ_Foods,NONE
P39846,DIET22283,10,101020,2200-12-31,Actual,Rate,4020.0,CJ_Foods,NONE
P39846,DIET22283,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39860,DIET22283,10,101020,2200-12-31,Actual,Rate,11880.0,CJ_Foods,NONE
P39860,DIET22283,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39877,DIETW22282,10,104620,2200-12-31,Actual,Rate,1584.0,CJ_Foods,NONE
P39884,DIET22282,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39884,DIET22282,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39907,DIET22282,10,101020,2200-12-31,Actual,Rate,5100.0,CJ_Foods,NONE
P39907,DIET22282,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39914,DIETW22282,10,104620,2200-12-31,Actual,Rate,1380.0,CJ_Foods,NONE
P39921,DIET22282,10,101020,2200-12-31,Actual,Rate,3720.0,CJ_Foods,NONE
P39921,DIET22282,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39945,DIET22282,10,101020,2200-12-31,Actual,Rate,7620.0,CJ_Foods,NONE
P39945,DIET22282,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39952,DIETW22283,10,104620,2200-12-31,Actual,Rate,1584.0,CJ_Foods,NONE
P39969,DIET22283,10,101020,2200-12-31,Actual,Rate,6420.0,CJ_Foods,NONE
P39969,DIET22283,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39983,DIET22283,10,101020,2200-12-31,Actual,Rate,9720.0,CJ_Foods,NONE
P39983,DIET22283,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P39990,DIETW22280,10,104620,2200-12-31,Actual,Rate,1860.0,CJ_Foods,NONE
P40019,DIET22280,10,101020,2200-12-31,Actual,Rate,4200.0,CJ_Foods,NONE
P40019,DIET22280,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P40026,DIET22280,10,101020,2200-12-31,Actual,Rate,9300.0,CJ_Foods,NONE
P40026,DIET22280,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P76326,DIET22800,20,206020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P76326,DIET22800,20,206220,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P76333,DIET22800,20,206020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P76333,DIET22800,20,206220,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P76340,DIET22800,20,206020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P76340,DIET22800,20,206220,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P76357,DIET22800,20,206020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P76357,DIET22800,20,206220,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P76364,DIET22800,20,206020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P76364,DIET22800,20,206220,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P76364R,,20,206020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P76364R,,20,206220,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P76371,DIET22800,20,206020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
P76371,DIET22800,20,206220,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
PLC25,DIET20302,10,101020,2200-12-31,Actual,Rate,4080.0,CJ_Foods,NONE
PLC25,DIET20302,10,104820,2200-12-31,Actual,Rate,9000.0,CJ_Foods,NONE
PLI70004,DIET22860,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
PLI70004,DIET22860,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
PLI70004,DIET22860,20,205520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
PLI70004,DIET22860,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
PT25,DIET20170,10,101020,2200-12-31,Actual,Rate,5520.0,CJ_Foods,NONE
PT25,DIET20170,10,104820,2200-12-31,Actual,Rate,9000.0,CJ_Foods,NONE
R39518,DIETW22277,10,104620,2200-12-31,Actual,Rate,0.0,CJ_Foods,NONE
R39532,DIET22277,10,101020,2200-12-31,Actual,Rate,6060.0,CJ_Foods,NONE
R39532,DIET22277,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39549,DIET22277,10,101020,2200-12-31,Actual,Rate,9480.0,CJ_Foods,NONE
R39549,DIET22277,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39556,DIETW22278,10,104620,2200-12-31,Actual,Rate,1500.0,CJ_Foods,NONE
R39570,DIET22278,10,101020,2200-12-31,Actual,Rate,6660.0,CJ_Foods,NONE
R39570,DIET22278,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39587,DIET22278,10,101020,2200-12-31,Actual,Rate,8340.0,CJ_Foods,NONE
R39587,DIET22278,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39594,DIETW22279,10,104620,2200-12-31,Actual,Rate,1560.0,CJ_Foods,NONE
R39617,DIET22279,10,101020,2200-12-31,Actual,Rate,7680.0,CJ_Foods,NONE
R39617,DIET22279,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39624,DIET22279,10,101020,2200-12-31,Actual,Rate,7920.0,CJ_Foods,NONE
R39624,DIET22279,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39631,DIETW22281,10,104620,2200-12-31,Actual,Rate,1200.0,CJ_Foods,NONE
R39655,DIET22281,10,101020,2200-12-31,Actual,Rate,5160.0,CJ_Foods,NONE
R39655,DIET22281,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39662,DIET22281,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39662,DIET22281,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39679,DIETW22277,10,104620,2200-12-31,Actual,Rate,1260.0,CJ_Foods,NONE
R39686,DIET22277,10,101020,2200-12-31,Actual,Rate,3840.0,CJ_Foods,NONE
R39686,DIET22277,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39709,DIET22277,10,101020,2200-12-31,Actual,Rate,0.0,CJ_Foods,NONE
R39709,DIET22277,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39716,DIETW22282,10,104620,2200-12-31,Actual,Rate,1200.0,CJ_Foods,NONE
R39723,DIET22282,10,101020,2200-12-31,Actual,Rate,3600.0,CJ_Foods,NONE
R39723,DIET22282,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39747,DIET22282,10,101020,2200-12-31,Actual,Rate,8940.0,CJ_Foods,NONE
R39747,DIET22282,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39754,DIETW22282,10,104620,2200-12-31,Actual,Rate,1800.0,CJ_Foods,NONE
R39761,DIET22282,10,101020,2200-12-31,Actual,Rate,4380.0,CJ_Foods,NONE
R39761,DIET22282,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39785,DIET22282,10,101020,2200-12-31,Actual,Rate,10020.0,CJ_Foods,NONE
R39785,DIET22282,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39792,DIETW22283,10,104620,2200-12-31,Actual,Rate,2160.0,CJ_Foods,NONE
R39808,DIET22283,10,101020,2200-12-31,Actual,Rate,4380.0,CJ_Foods,NONE
R39808,DIET22283,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39822,DIET22283,10,101020,2200-12-31,Actual,Rate,7320.0,CJ_Foods,NONE
R39822,DIET22283,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39839,DIETW22283,10,104620,2200-12-31,Actual,Rate,1740.0,CJ_Foods,NONE
R39846,DIET22283,10,101020,2200-12-31,Actual,Rate,3840.0,CJ_Foods,NONE
R39846,DIET22283,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39860,DIET22283,10,101020,2200-12-31,Actual,Rate,7500.0,CJ_Foods,NONE
R39860,DIET22283,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39877,DIETW22282,10,104620,2200-12-31,Actual,Rate,1584.0,CJ_Foods,NONE
R39884,DIET22282,10,101020,2200-12-31,Actual,Rate,4020.0,CJ_Foods,NONE
R39884,DIET22282,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39907,DIET22282,10,101020,2200-12-31,Actual,Rate,6120.0,CJ_Foods,NONE
R39907,DIET22282,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
R39914,DIETW22282,10,104620,2200-12-31,Actual,Rate,1800.0,CJ_Foods,NONE
R39921,DIET22282,10,101020,2200-12-31,Actual,Rate,3420.0,CJ_Foods,NONE
