Item_Code,Diet_Code,Location,Work_Center,Date,Version,Account,Measure,Entity,Bulk_Code
39015,DIET22455,20,205520,2200-12-31,Actual,Max Rate,31680.0,CJ_Foods,NONE
39015,DIET22455,20,206120,2200-12-31,Actual,Max Rate,23760.0,CJ_Foods,NONE
39016,DIET22456,20,205520,2200-12-31,Actual,Max Rate,31680.0,CJ_Foods,NONE
39016,DIET22456,20,206120,2200-12-31,Actual,Max Rate,23760.0,CJ_Foods,NONE
39027,DIET22457,20,206020,2200-12-31,Actual,Max Rate,14400.0,CJ_Foods,NONE
39027,DIET22457,20,206220,2200-12-31,Actual,Max Rate,4800.0,CJ_Foods,NONE
39028,DIET22457,20,205720,2200-12-31,Actual,Max Rate,14400.0,CJ_Foods,NONE
39028,DIET22457,20,206120,2200-12-31,Actual,Max Rate,14400.0,CJ_Foods,NONE
39031,DIET22457,20,205720,2200-12-31,Actual,Max Rate,23760.0,CJ_Foods,NONE
39031,DIET22457,20,206120,2200-12-31,Actual,Max Rate,23760.0,CJ_Foods,NONE
4030,DIET23018,20,205520,2200-12-31,Actual,Max Rate,46800.0,CJ_Foods,NONE
4030,DIET23018,20,205720,2200-12-31,Actual,Max Rate,36000.0,CJ_Foods,NONE
41003,DIET21073,20,205720,2200-12-31,Actual,Max Rate,21600.0,CJ_Foods,NONE
41003,DIET21073,20,206120,2200-12-31,Actual,Max Rate,14400.0,CJ_Foods,NONE
42001,DIET21074,20,206020,2200-12-31,Actual,Max Rate,12600.0,CJ_Foods,NONE
42002,DIET21074,20,206020,2200-12-31,Actual,Max Rate,25200.0,CJ_Foods,NONE
42002,DIET21074,20,206220,2200-12-31,Actual,Max Rate,5040.0,CJ_Foods,NONE
50882-2,DIET50882,10,101020,2200-12-31,Actual,Max Rate,24000.0,CJ_Foods,NONE
50882-3,DIET50882-1,10,104620,2200-12-31,Actual,Max Rate,3600.0,CJ_Foods,NONE
50882-4,DIET50882,10,101020,2200-12-31,Actual,Max Rate,9000.0,CJ_Foods,NONE
50883-2,DIET50883,10,101020,2200-12-31,Actual,Max Rate,24000.0,CJ_Foods,NONE
50883-3,DIET50883-1,10,104620,2200-12-31,Actual,Max Rate,3600.0,CJ_Foods,NONE
50883-4,DIET50883,10,101020,2200-12-31,Actual,Max Rate,9000.0,CJ_Foods,NONE
50904-2,DIET50904,10,101020,2200-12-31,Actual,Max Rate,24000.0,CJ_Foods,NONE
50905-2,DIET50905,10,101020,2200-12-31,Actual,Max Rate,24000.0,CJ_Foods,NONE
50939-2,DIET50939,40,404920,2200-12-31,Actual,Max Rate,33600.0,CJ_Foods,NONE
50941-2,DIET50941,20,205720,2200-12-31,Actual,Max Rate,36000.0,CJ_Foods,NONE
50941-2,DIET50941,20,206120,2200-12-31,Actual,Max Rate,36000.0,CJ_Foods,NONE
50941-3,DIET50941,20,205520,2200-12-31,Actual,Max Rate,39000.0,CJ_Foods,NONE
50942-2,DIET50942,20,205720,2200-12-31,Actual,Max Rate,30000.0,CJ_Foods,NONE
SG11004,DIET22934,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50942-2,DIET50942,20,206120,2200-12-31,Actual,Max Rate,30000.0,CJ_Foods,NONE
50949-2,DIET50949,40,404920,2200-12-31,Actual,Max Rate,33600.0,CJ_Foods,NONE
50950-2,DIET50950,40,404920,2200-12-31,Actual,Max Rate,33600.0,CJ_Foods,NONE
SG11104,DIET22980,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50957-2,DIET50957-3,20,205720,2200-12-31,Actual,Max Rate,36000.0,CJ_Foods,NONE
50957-2,DIET50957-3,20,206220,2200-12-31,Actual,Max Rate,,CJ_Foods,NONE
SG11204,DIET22990,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50958-2,DIET50958,40,404920,2200-12-31,Actual,Max Rate,36000.0,CJ_Foods,NONE
50959-2,DIET50959,40,404920,2200-12-31,Actual,Max Rate,36000.0,CJ_Foods,NONE
50962-2,DIET22558,30,305520,2200-12-31,Actual,Max Rate,50400.0,CJ_Foods,NONE
SG12004,DIET22915,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50964-2,DIET22558,30,305520,2200-12-31,Actual,Max Rate,50400.0,CJ_Foods,NONE
50964-3,DIET22558,30,305520,2200-12-31,Actual,Max Rate,33600.0,CJ_Foods,NONE
SG12304,DIET22935,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50966-2,DIET22558,30,305520,2200-12-31,Actual,Max Rate,50400.0,CJ_Foods,NONE
SG12404,DIET22936,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50967-2,DIET22558,30,305520,2200-12-31,Actual,Max Rate,50400.0,CJ_Foods,NONE
SG12604,DIET22981,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50968-2,DIET50968,10,101020,2200-12-31,Actual,Max Rate,27000.0,CJ_Foods,NONE
50970-2,DIET50970,10,101020,2200-12-31,Actual,Max Rate,27000.0,CJ_Foods,NONE
SG14004,DIET22906,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50975-2,DIET50975,10,101020,2200-12-31,Actual,Max Rate,27000.0,CJ_Foods,NONE
50976-2,DIET50976,10,101020,2200-12-31,Actual,Max Rate,27000.0,CJ_Foods,NONE
50977-2,DIET50977,10,101020,2200-12-31,Actual,Max Rate,27000.0,CJ_Foods,NONE
50978-2,DIET50978,10,101020,2200-12-31,Actual,Max Rate,27000.0,CJ_Foods,NONE
SG15004,DIET22885,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50979-2,DIET50979,10,101020,2200-12-31,Actual,Max Rate,27000.0,CJ_Foods,NONE
50980-2,DIET50980,10,101020,2200-12-31,Actual,Max Rate,27000.0,CJ_Foods,NONE
50981-2,DIET50981-1,10,104620,2200-12-31,Actual,Max Rate,4500.0,CJ_Foods,NONE
SG15104,DIET22520,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50981-3,DIET50981,10,101020,2200-12-31,Actual,Max Rate,9000.0,CJ_Foods,NONE
50985-3,DIET50985-2,10,101020,2200-12-31,Actual,Max Rate,21600.0,CJ_Foods,NONE
SG15204,DIET22519,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50985-3,DIET50985-2,30,305520,2200-12-31,Actual,Max Rate,50400.0,CJ_Foods,NONE
50986-3,DIET50986-2,10,101020,2200-12-31,Actual,Max Rate,21600.0,CJ_Foods,NONE
SG15304,DIET22916,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50986-3,DIET50986-2,30,305520,2200-12-31,Actual,Max Rate,50400.0,CJ_Foods,NONE
SG15404,DIET22994,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50987-3,DIET50987-2,30,305520,2200-12-31,Actual,Max Rate,50400.0,CJ_Foods,NONE
50988-3,DIET50988-2,30,305520,2200-12-31,Actual,Max Rate,50400.0,CJ_Foods,NONE
SG15604,DIET23012,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50989-3,DIET50989-2,30,305520,2200-12-31,Actual,Max Rate,50400.0,CJ_Foods,NONE
SG16004,DIET22992,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50990-3,DIET50990-2,30,305520,2200-12-31,Actual,Max Rate,50400.0,CJ_Foods,NONE
50992-2,DIET50992-3,20,205720,2200-12-31,Actual,Max Rate,36000.0,CJ_Foods,NONE
SG16204,DIET22917,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50992-2,DIET50992-3,20,206220,2200-12-31,Actual,Max Rate,,CJ_Foods,NONE
SG16304,DIET22907,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50993-2,DIET22340,30,306020,2200-12-31,Actual,Max Rate,15960.0,CJ_Foods,NONE
SG16404,DIET23013,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50993-3,DIET22340,30,305520,2200-12-31,Actual,Max Rate,14280.0,CJ_Foods,NONE
SG17004,DIET22993,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50993-4,DIET22340,30,305520,2200-12-31,Actual,Max Rate,28560.0,CJ_Foods,NONE
50993-5,DIET22727,30,306020,2200-12-31,Actual,Max Rate,9600.0,CJ_Foods,NONE
50994-2,DIET50994,20,205720,2200-12-31,Actual,Max Rate,28800.0,CJ_Foods,NONE
50996-2,DIET50996,20,205720,2200-12-31,Actual,Max Rate,28800.0,CJ_Foods,NONE
SG18504,DIET22886,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
50997-2,DIET50997,20,205520,2200-12-31,Actual,Max Rate,36000.0,CJ_Foods,NONE
SG21003,DIET22441,None,None,2200-12-31,Actual,lb/Case,18.0,CJ_Foods,NONE
SG21006,DIET22441,None,None,2200-12-31,Actual,lb/Case,36.0,CJ_Foods,NONE
50997-3,DIET50997,20,206020,2200-12-31,Actual,Max Rate,12000.0,CJ_Foods,NONE
50997-4,DIET50997,20,206020,2200-12-31,Actual,Max Rate,14400.0,CJ_Foods,NONE
SG21103,DIET22527,None,None,2200-12-31,Actual,lb/Case,18.0,CJ_Foods,NONE
SG21106,DIET22527,None,None,2200-12-31,Actual,lb/Case,36.0,CJ_Foods,NONE
50997-5,DIET50997,20,206020,2200-12-31,Actual,Max Rate,16500.0,CJ_Foods,NONE
SG21203,DIET22525,None,None,2200-12-31,Actual,lb/Case,18.0,CJ_Foods,NONE
SG21206,DIET22525,None,None,2200-12-31,Actual,lb/Case,36.0,CJ_Foods,NONE
50997-6,DIET50997,20,205520,2200-12-31,Actual,Max Rate,15600.0,CJ_Foods,NONE
SG21506,DIET22528,None,None,2200-12-31,Actual,lb/Case,36.0,CJ_Foods,NONE
SG21703,DIET22530,None,None,2200-12-31,Actual,lb/Case,18.0,CJ_Foods,NONE
SG21706,DIET22530,None,None,2200-12-31,Actual,lb/Case,36.0,CJ_Foods,NONE
51020,DIET22216,20,206020,2200-12-31,Actual,Max Rate,14400.0,CJ_Foods,NONE
51021,DIET22216,20,205520,2200-12-31,Actual,Max Rate,17160.0,CJ_Foods,NONE
SG21803,DIET22531,None,None,2200-12-31,Actual,lb/Case,18.0,CJ_Foods,NONE
SG21806,DIET22531,None,None,2200-12-31,Actual,lb/Case,36.0,CJ_Foods,NONE
51022,DIET22216,20,205520,2200-12-31,Actual,Max Rate,33120.0,CJ_Foods,NONE
51028-2,DIET51028,20,205520,2200-12-31,Actual,Max Rate,46800.0,CJ_Foods,NONE
SG22004,DIET22440,None,None,2200-12-31,Actual,lb/Case,24.0,CJ_Foods,NONE
51028-3,DIET51028,20,206020,2200-12-31,Actual,Max Rate,16500.0,CJ_Foods,NONE
51029-2,DIET51029,20,205520,2200-12-31,Actual,Max Rate,46800.0,CJ_Foods,NONE
51029-3,DIET51029,20,206020,2200-12-31,Actual,Max Rate,16500.0,CJ_Foods,NONE
51029-4,DIET51029,20,206020,2200-12-31,Actual,Max Rate,12000.0,CJ_Foods,NONE
SG23003,DIET22933,None,None,2200-12-31,Actual,lb/Case,18.0,CJ_Foods,NONE
SG23006,DIET22933,None,None,2200-12-31,Actual,lb/Case,36.0,CJ_Foods,NONE
51030,DIET22608,10,104620,2200-12-31,Actual,Max Rate,3600.0,CJ_Foods,NONE
51030,DIET22608,20,206020,2200-12-31,Actual,Max Rate,14400.0,CJ_Foods,NONE
51030,DIET22608,20,206220,2200-12-31,Actual,Max Rate,4800.0,CJ_Foods,NONE
51031,DIET22608,10,101020,2200-12-31,Actual,Max Rate,9900.0,CJ_Foods,NONE
SN0801,DIETW22465,None,None,2200-12-31,Actual,lb/Case,32.0,CJ_Foods,NONE
51031,DIET22608,20,205520,2200-12-31,Actual,Max Rate,17160.0,CJ_Foods,NONE
SN0805,DIETW22466,None,None,2200-12-31,Actual,lb/Case,32.0,CJ_Foods,NONE
51031,DIET22608,20,206120,2200-12-31,Actual,Max Rate,13200.0,CJ_Foods,NONE
51032,DIET22608,10,101020,2200-12-31,Actual,Max Rate,16560.0,CJ_Foods,NONE
SN0809,DIETW22467,None,None,2200-12-31,Actual,lb/Case,32.0,CJ_Foods,NONE
51032,DIET22608,20,205520,2200-12-31,Actual,Max Rate,30360.0,CJ_Foods,NONE
SN0813,DIETW22468,None,None,2200-12-31,Actual,lb/Case,32.0,CJ_Foods,NONE
51032,DIET22608,20,206120,2200-12-31,Actual,Max Rate,27600.0,CJ_Foods,NONE
51033-2,DIET51033,20,205520,2200-12-31,Actual,Max Rate,46800.0,CJ_Foods,NONE
SN0817,DIETW22469,None,None,2200-12-31,Actual,lb/Case,32.0,CJ_Foods,NONE
51033-3,DIET51033,20,206020,2200-12-31,Actual,Max Rate,16500.0,CJ_Foods,NONE
51034-2,DIET51034,20,205520,2200-12-31,Actual,Max Rate,46800.0,CJ_Foods,NONE
SN0821,DIET22471,None,None,2200-12-31,Actual,lb/Case,32.0,CJ_Foods,NONE
51034-3,DIET51034,20,206020,2200-12-31,Actual,Max Rate,16500.0,CJ_Foods,NONE
SN0824,DIET22472,None,None,2200-12-31,Actual,lb/Case,32.0,CJ_Foods,NONE
51034-4,DIET51034,20,206020,2200-12-31,Actual,Max Rate,12000.0,CJ_Foods,NONE
SN0828,DIET22475,None,None,2200-12-31,Actual,lb/Case,32.0,CJ_Foods,NONE
51035-2,DIET51035,20,205520,2200-12-31,Actual,Max Rate,46800.0,CJ_Foods,NONE
SN0831,DIET22474,None,None,2200-12-31,Actual,lb/Case,32.0,CJ_Foods,NONE
51035-3,DIET51035,20,206020,2200-12-31,Actual,Max Rate,16500.0,CJ_Foods,NONE
SN0834,DIET22473,None,None,2200-12-31,Actual,lb/Case,32.0,CJ_Foods,NONE
51036-2,DIET51036,20,205520,2200-12-31,Actual,Max Rate,46800.0,CJ_Foods,NONE
51036-3,DIET51036,20,206020,2200-12-31,Actual,Max Rate,14400.0,CJ_Foods,NONE
51037-2,DIET51037,20,205520,2200-12-31,Actual,Max Rate,46800.0,CJ_Foods,NONE
51037-3,DIET51037,20,206020,2200-12-31,Actual,Max Rate,14400.0,CJ_Foods,NONE
51043-2,DIET51043,20,205520,2200-12-31,Actual,Max Rate,43200.0,CJ_Foods,NONE
51044-2,DIET51044,30,305520,2200-12-31,Actual,Max Rate,46800.0,CJ_Foods,NONE
51045-2,DIET51045,30,305520,2200-12-31,Actual,Max Rate,46800.0,CJ_Foods,NONE
51046-2,DIET51046,30,305520,2200-12-31,Actual,Max Rate,63360.0,CJ_Foods,NONE
51047-2,DIET51047,30,305520,2200-12-31,Actual,Max Rate,63360.0,CJ_Foods,NONE
51053-2,DIET51053,20,205720,2200-12-31,Actual,Max Rate,36000.0,CJ_Foods,NONE
52001,DIET21074,20,206020,2200-12-31,Actual,Max Rate,12600.0,CJ_Foods,NONE
52001,DIET21074,20,206220,2200-12-31,Actual,Max Rate,2700.0,CJ_Foods,NONE
52002,DIET21074,20,206020,2200-12-31,Actual,Max Rate,25200.0,CJ_Foods,NONE
52002,DIET21074,20,206220,2200-12-31,Actual,Max Rate,5040.0,CJ_Foods,NONE
52003,DIET22315,20,206020,2200-12-31,Actual,Max Rate,14400.0,CJ_Foods,NONE
52003,DIET22315,20,206220,2200-12-31,Actual,Max Rate,4800.0,CJ_Foods,NONE
52003,DIET22315,30,306020,2200-12-31,Actual,Max Rate,15600.0,CJ_Foods,NONE
52004,DIET22313,20,206020,2200-12-31,Actual,Max Rate,13440.0,CJ_Foods,NONE
52004,DIET22313,20,206220,2200-12-31,Actual,Max Rate,4800.0,CJ_Foods,NONE
52004,DIET22313,30,306020,2200-12-31,Actual,Max Rate,15600.0,CJ_Foods,NONE
52007,DIET22314,20,205520,2200-12-31,Actual,Max Rate,15600.0,CJ_Foods,NONE
52007,DIET22314,20,205720,2200-12-31,Actual,Max Rate,12000.0,CJ_Foods,NONE
52007,DIET22314,30,305520,2200-12-31,Actual,Max Rate,16800.0,CJ_Foods,NONE
52008,DIET22334,40,404920,2200-12-31,Actual,Max Rate,12000.0,CJ_Foods,NONE
52009,DIET22315,20,205520,2200-12-31,Actual,Max Rate,15600.0,CJ_Foods,NONE
52009,DIET22315,20,206120,2200-12-31,Actual,Max Rate,12000.0,CJ_Foods,NONE
52009,DIET22315,30,305520,2200-12-31,Actual,Max Rate,16800.0,CJ_Foods,NONE
52015,DIET22315,20,205520,2200-12-31,Actual,Max Rate,25920.0,CJ_Foods,NONE
52015,DIET22315,20,206120,2200-12-31,Actual,Max Rate,19440.0,CJ_Foods,NONE
52015,DIET22315,30,305520,2200-12-31,Actual,Max Rate,28080.0,CJ_Foods,NONE
52016,DIET22313,20,205520,2200-12-31,Actual,Max Rate,25920.0,CJ_Foods,NONE
52016,DIET22313,20,206120,2200-12-31,Actual,Max Rate,19440.0,CJ_Foods,NONE
52016,DIET22313,30,305520,2200-12-31,Actual,Max Rate,28080.0,CJ_Foods,NONE
52022,DIET22778,20,206020,2200-12-31,Actual,Max Rate,14400.0,CJ_Foods,NONE
52022,DIET22778,20,206220,2200-12-31,Actual,Max Rate,4800.0,CJ_Foods,NONE
52026,DIET22778,20,205520,2200-12-31,Actual,Max Rate,15600.0,CJ_Foods,NONE
52026,DIET22778,20,206120,2200-12-31,Actual,Max Rate,12000.0,CJ_Foods,NONE
52083,DIET22568,40,406020,2200-12-31,Actual,Max Rate,11520.0,CJ_Foods,NONE
52084,DIET22568,40,404920,2200-12-31,Actual,Max Rate,12000.0,CJ_Foods,NONE
5278686E,DIET23083,20,206020,2200-12-31,Actual,Max Rate,16500.0,CJ_Foods,NONE
5278688E,DIET23083,20,205720,2200-12-31,Actual,Max Rate,32400.0,CJ_Foods,NONE
5278691E,DIET23079,20,206020,2200-12-31,Actual,Max Rate,16500.0,CJ_Foods,NONE
5278693E,DIET23079,20,205720,2200-12-31,Actual,Max Rate,32400.0,CJ_Foods,NONE
5278963,DIET23010,20,206020,2200-12-31,Actual,Max Rate,14700.0,CJ_Foods,NONE
5278963E,DIET23010,20,206020,2200-12-31,Actual,Max Rate,14700.0,CJ_Foods,NONE
5278964,DIET23010,20,206020,2200-12-31,Actual,Max Rate,25200.0,CJ_Foods,NONE
5278964E,DIET23010,20,206020,2200-12-31,Actual,Max Rate,25200.0,CJ_Foods,NONE
5279200,DIET23003,20,206020,2200-12-31,Actual,Max Rate,19800.0,CJ_Foods,NONE
5279200,DIET23003,20,206220,2200-12-31,Actual,Max Rate,5400.0,CJ_Foods,NONE
5279202,DIET23003,20,205720,2200-12-31,Actual,Max Rate,40800.0,CJ_Foods,NONE
5279202,DIET23003,20,206120,2200-12-31,Actual,Max Rate,30600.0,CJ_Foods,NONE
5287522E,DIET22955,20,206120,2200-12-31,Actual,Max Rate,13500.0,CJ_Foods,NONE
5287523,DIET22958,20,205520,2200-12-31,Actual,Max Rate,23400.0,CJ_Foods,NONE
5287523,DIET22958,20,206220,2200-12-31,Actual,Max Rate,,CJ_Foods,NONE
5287524,DIET22958,20,206020,2200-12-31,Actual,Max Rate,16500.0,CJ_Foods,NONE
5287524,DIET22958,20,206220,2200-12-31,Actual,Max Rate,4500.0,CJ_Foods,NONE
5287524,DIET22958,30,306020,2200-12-31,Actual,Max Rate,18000.0,CJ_Foods,NONE
5287557,DIET22962,20,205520,2200-12-31,Actual,Max Rate,46800.0,CJ_Foods,NONE
5287557,DIET22962,20,206120,2200-12-31,Actual,Max Rate,27000.0,CJ_Foods,NONE
5287558,DIET22956,20,205520,2200-12-31,Actual,Max Rate,25200.0,CJ_Foods,NONE
5287558,DIET22956,30,305520,2200-12-31,Actual,Max Rate,25200.0,CJ_Foods,NONE
5287559,DIET22956,20,205520,2200-12-31,Actual,Max Rate,50400.0,CJ_Foods,NONE
5287559,DIET22956,30,305520,2200-12-31,Actual,Max Rate,50400.0,CJ_Foods,NONE
5287560,DIET22956,20,206020,2200-12-31,Actual,Max Rate,18000.0,CJ_Foods,NONE
5287560,DIET22956,30,306020,2200-12-31,Actual,Max Rate,18000.0,CJ_Foods,NONE
5287561,DIET22957,10,101020,2200-12-31,Actual,Max Rate,13500.0,CJ_Foods,NONE
5287561,DIET22957,20,205520,2200-12-31,Actual,Max Rate,25200.0,CJ_Foods,NONE
5287561,DIET22957,30,305520,2200-12-31,Actual,Max Rate,25200.0,CJ_Foods,NONE
5287562,DIET22957,20,205520,2200-12-31,Actual,Max Rate,50400.0,CJ_Foods,NONE
5287562,DIET22957,30,305520,2200-12-31,Actual,Max Rate,50400.0,CJ_Foods,NONE
5287563,DIET22960,20,206020,2200-12-31,Actual,Max Rate,18000.0,CJ_Foods,NONE
5287563,DIET22960,20,206220,2200-12-31,Actual,Max Rate,4500.0,CJ_Foods,NONE
5287563E,DIET22960,20,206020,2200-12-31,Actual,Max Rate,18000.0,CJ_Foods,NONE
5287563E,DIET22960,20,206220,2200-12-31,Actual,Max Rate,4500.0,CJ_Foods,NONE
5287596,DIET22961,20,206020,2200-12-31,Actual,Max Rate,16500.0,CJ_Foods,NONE
5287596,DIET22961,20,206220,2200-12-31,Actual,Max Rate,4500.0,CJ_Foods,NONE
5287596E,DIET22961,20,206020,2200-12-31,Actual,Max Rate,16500.0,CJ_Foods,NONE
5287596E,DIET22961,20,206220,2200-12-31,Actual,Max Rate,4500.0,CJ_Foods,NONE
5287611,DIET22949,20,206020,2200-12-31,Actual,Max Rate,25200.0,CJ_Foods,NONE
5287611,DIET22949,20,206220,2200-12-31,Actual,Max Rate,5040.0,CJ_Foods,NONE
5287616,DIET22952,10,101020,2200-12-31,Actual,Max Rate,10800.0,CJ_Foods,NONE
5287616,DIET22952,20,205520,2200-12-31,Actual,Max Rate,20160.0,CJ_Foods,NONE
5287616,DIET22952,30,305520,2200-12-31,Actual,Max Rate,20160.0,CJ_Foods,NONE
5287617,DIET22952,20,206020,2200-12-31,Actual,Max Rate,12600.0,CJ_Foods,NONE
5287617,DIET22952,30,306020,2200-12-31,Actual,Max Rate,12600.0,CJ_Foods,NONE
5287617E,DIET22952,20,206020,2200-12-31,Actual,Max Rate,12600.0,CJ_Foods,NONE
5287617E,DIET22952,30,306020,2200-12-31,Actual,Max Rate,12600.0,CJ_Foods,NONE
5287618,DIET22952,20,206020,2200-12-31,Actual,Max Rate,18900.0,CJ_Foods,NONE
5287618,DIET22952,30,306020,2200-12-31,Actual,Max Rate,18900.0,CJ_Foods,NONE
5287618E,DIET22952,20,206020,2200-12-31,Actual,Max Rate,18900.0,CJ_Foods,NONE
03140A,DIET22239,None,None,2200-12-31,Actual,lb/Case,20.0,CJ_Foods,NONE
5287618E,DIET22952,30,306020,2200-12-31,Actual,Max Rate,18900.0,CJ_Foods,NONE
03171A,DIET22241,None,None,2200-12-31,Actual,lb/Case,20.0,CJ_Foods,NONE
5287619,DIET22951,10,104620,2200-12-31,Actual,Max Rate,5040.0,CJ_Foods,NONE
03201A,DIETW22237,None,None,2200-12-31,Actual,lb/Case,20.0,CJ_Foods,NONE
03249A,DIET22238,None,None,2200-12-31,Actual,lb/Case,20.0,CJ_Foods,NONE
5287619,DIET22951,20,206020,2200-12-31,Actual,Max Rate,25200.0,CJ_Foods,NONE
5287619,DIET22951,20,206220,2200-12-31,Actual,Max Rate,5040.0,CJ_Foods,NONE
5287620,DIET22950,20,206020,2200-12-31,Actual,Max Rate,12600.0,CJ_Foods,NONE
03478A,DIET22240,None,None,2200-12-31,Actual,lb/Case,20.0,CJ_Foods,NONE
5287620,DIET22950,20,206220,2200-12-31,Actual,Max Rate,2700.0,CJ_Foods,NONE
5287620E,DIET22950,20,206020,2200-12-31,Actual,Max Rate,12600.0,CJ_Foods,NONE
5287620E,DIET22950,20,206220,2200-12-31,Actual,Max Rate,2700.0,CJ_Foods,NONE
5287621,DIET22950,20,206020,2200-12-31,Actual,Max Rate,25200.0,CJ_Foods,NONE
5287621,DIET22950,20,206220,2200-12-31,Actual,Max Rate,5040.0,CJ_Foods,NONE
5287621,DIET22950,30,306020,2200-12-31,Actual,Max Rate,18900.0,CJ_Foods,NONE
5287621E,DIET22950,20,206020,2200-12-31,Actual,Max Rate,25200.0,CJ_Foods,NONE
03645,DIET22413,None,None,2200-12-31,Actual,lb/Case,20.0,CJ_Foods,NONE
5287621E,DIET22950,20,206220,2200-12-31,Actual,Max Rate,5040.0,CJ_Foods,NONE
03669,DIET22415,None,None,2200-12-31,Actual,lb/Case,20.0,CJ_Foods,NONE
5287655,DIET22953,10,104620,2200-12-31,Actual,Max Rate,5040.0,CJ_Foods,NONE
03683,DIET22243,None,None,2200-12-31,Actual,lb/Case,16.0,CJ_Foods,NONE
5287655,DIET22953,20,206020,2200-12-31,Actual,Max Rate,25200.0,CJ_Foods,NONE
5287655,DIET22953,20,206220,2200-12-31,Actual,Max Rate,5040.0,CJ_Foods,NONE
03867,DIET22586,None,None,2200-12-31,Actual,lb/Case,16.0,CJ_Foods,NONE
5287655E,DIET22953,20,206020,2200-12-31,Actual,Max Rate,25200.0,CJ_Foods,NONE
5287655E,DIET22953,20,206220,2200-12-31,Actual,Max Rate,5040.0,CJ_Foods,NONE
03911,DIET23016,None,None,2200-12-31,Actual,lb/Case,20.0,CJ_Foods,NONE
54000,DIET23051,30,306020,2200-12-31,Actual,Max Rate,15600.0,CJ_Foods,NONE
54002,DIET23052,30,306020,2200-12-31,Actual,Max Rate,15600.0,CJ_Foods,NONE
54004,DIET23051,30,305520,2200-12-31,Actual,Max Rate,16800.0,CJ_Foods,NONE
54006,DIET23052,30,305520,2200-12-31,Actual,Max Rate,16800.0,CJ_Foods,NONE
54008,DIET23051,30,305520,2200-12-31,Actual,Max Rate,30240.0,CJ_Foods,NONE
1000393,DIET22733,None,None,2200-12-31,Actual,lb/Case,15.0,CJ_Foods,NONE
56001,DIET21073,20,206020,2200-12-31,Actual,Max Rate,14400.0,CJ_Foods,NONE
56001,DIET21073,20,206220,2200-12-31,Actual,Max Rate,3600.0,CJ_Foods,NONE
1000397,DIET22735,None,None,2200-12-31,Actual,lb/Case,15.0,CJ_Foods,NONE
56002,DIET21073,20,205720,2200-12-31,Actual,Max Rate,13200.0,CJ_Foods,NONE
1000400,DIET22734,None,None,2200-12-31,Actual,lb/Case,15.0,CJ_Foods,NONE
56002,DIET21073,20,206120,2200-12-31,Actual,Max Rate,9900.0,CJ_Foods,NONE
56003,DIET21073,20,205720,2200-12-31,Actual,Max Rate,21600.0,CJ_Foods,NONE
56003,DIET21073,20,206120,2200-12-31,Actual,Max Rate,14400.0,CJ_Foods,NONE
56010,DIET22218,20,206020,2200-12-31,Actual,Max Rate,14400.0,CJ_Foods,NONE
1000407,DIET22762,None,None,2200-12-31,Actual,lb/Case,15.0,CJ_Foods,NONE
56010,DIET22218,20,206220,2200-12-31,Actual,Max Rate,3600.0,CJ_Foods,NONE
56011,DIET22218,20,205720,2200-12-31,Actual,Max Rate,13200.0,CJ_Foods,NONE
1000411,DIET22763,None,None,2200-12-31,Actual,lb/Case,15.0,CJ_Foods,NONE
56011,DIET22218,20,206220,2200-12-31,Actual,Max Rate,,CJ_Foods,NONE
1000414,DIET22760,None,None,2200-12-31,Actual,lb/Case,16.5,CJ_Foods,NONE
56012,DIET22218,20,205720,2200-12-31,Actual,Max Rate,21600.0,CJ_Foods,NONE
56012,DIET22218,20,206220,2200-12-31,Actual,Max Rate,,CJ_Foods,NONE
1000418,DIET22761,None,None,2200-12-31,Actual,lb/Case,16.5,CJ_Foods,NONE
1000421,DIET22930,None,None,2200-12-31,Actual,lb/Case,15.0,CJ_Foods,NONE
610370073599L,DIET22025,20,206220,2200-12-31,Actual,Max Rate,6000.0,CJ_Foods,NONE
